"play/step","miner_200_easy - _step","miner_200_easy - _step__MIN","miner_200_easy - _step__MAX","miner_200_easy - play/episodic_reward","miner_200_easy - play/episodic_reward__MIN","miner_200_easy - play/episodic_reward__MAX","miner_200_easy - test/episodic_reward","miner_200_easy - test/episodic_reward__MIN","miner_200_easy - test/episodic_reward__MAX"
"213489","2079","2079","2079","","","","0","0","0"
"213508","2080","2080","2080","","","","0","0","0"
"214463","2081","2081","2081","0","0","0","","",""
"214508","2091","2091","2091","","","","0","0","0"
"214517","2082","2082","2082","0","0","0","","",""
"214545","2083","2083","2083","2","2","2","","",""
"215508","2103","2103","2103","","","","0","0","0"
"215545","2092","2092","2092","0","0","0","","",""
"215554","2093","2093","2093","0","0","0","","",""
"215689","2104","2104","2104","","","","1","1","1"
"215777","2094","2094","2094","1","1","1","","",""
"216328","2110","2110","2110","","","","0","0","0"
"216777","2105","2105","2105","0","0","0","","",""
"216788","2106","2106","2106","0","0","0","","",""
"217328","2117","2117","2117","","","","0","0","0"
"217590","2111","2111","2111","0","0","0","","",""
"218328","2126","2126","2126","","","","0","0","0"
"218590","2118","2118","2118","0","0","0","","",""
"218612","2119","2119","2119","0","0","0","","",""
"218715","2120","2120","2120","1","1","1","","",""
"219328","2139","2139","2139","","","","0","0","0"
"219715","2127","2127","2127","0","0","0","","",""
"219810","2128","2128","2128","0","0","0","","",""
"219828","2129","2129","2129","0","0","0","","",""
"219891","2130","2130","2130","1","1","1","","",""
"220328","2150","2150","2150","","","","0","0","0"
"220891","2140","2140","2140","1","1","1","","",""
"220966","2141","2141","2141","0","0","0","","",""
"221328","2160","2160","2160","","","","0","0","0"
"221966","2151","2151","2151","0","0","0","","",""
"222328","2167","2167","2167","","","","0","0","0"
"222966","2161","2161","2161","0","0","0","","",""
"223328","2177","2177","2177","","","","0","0","0"
"223966","2168","2168","2168","0","0","0","","",""
"224328","2187","2187","2187","","","","0","0","0"
"224966","2178","2178","2178","0","0","0","","",""
"225148","2179","2179","2179","0","0","0","","",""
"225322","2193","2193","2193","","","","10","10","10"
"225967","2194","2194","2194","","","","1","1","1"
"226148","2188","2188","2188","0","0","0","","",""
"226235","2189","2189","2189","1","1","1","","",""
"226449","2195","2195","2195","1","1","1","","",""
"226481","2204","2204","2204","","","","1","1","1"
"226877","2205","2205","2205","","","","1","1","1"
"227168","2206","2206","2206","","","","1","1","1"
"227449","2207","2207","2207","0","0","0","","",""
"227517","2208","2208","2208","1","1","1","","",""
"227666","2209","2209","2209","0","0","0","","",""
"227686","2210","2210","2210","0","0","0","","",""
"228168","2219","2219","2219","","","","2","2","2"
"228686","2220","2220","2220","0","0","0","","",""
"229168","2226","2226","2226","","","","1","1","1"
"229686","2227","2227","2227","0","0","0","","",""
"229734","2228","2228","2228","0","0","0","","",""
"230168","2237","2237","2237","","","","0","0","0"
"230734","2238","2238","2238","0","0","0","","",""
"230933","2239","2239","2239","0","0","0","","",""
"231168","2247","2247","2247","","","","0","0","0"
"231232","2248","2248","2248","","","","0","0","0"
"231285","2249","2249","2249","","","","1","1","1"
"231473","2260","2260","2260","","","","0","0","0"
"231933","2250","2250","2250","0","0","0","","",""
"232072","2261","2261","2261","","","","1","1","1"
"232133","2251","2251","2251","0","0","0","","",""
"232190","2262","2262","2262","","","","0","0","0"
"232314","2263","2263","2263","","","","0","0","0"
"233133","2264","2264","2264","0","0","0","","",""
"233314","2273","2273","2273","","","","0","0","0"
"234133","2274","2274","2274","0","0","0","","",""
"234312","2275","2275","2275","1","1","1","","",""
"234314","2284","2284","2284","","","","0","0","0"
"235312","2285","2285","2285","0","0","0","","",""
"235314","2294","2294","2294","","","","0","0","0"
"236312","2295","2295","2295","0","0","0","","",""
"236314","2303","2303","2303","","","","0","0","0"
"237312","2304","2304","2304","0","0","0","","",""
"237314","2313","2313","2313","","","","0","0","0"
"237592","2314","2314","2314","0","0","0","","",""
"237624","2324","2324","2324","","","","0","0","0"
"238592","2315","2315","2315","1","1","1","","",""
"238624","2334","2334","2334","","","","0","0","0"
"239265","2325","2325","2325","1","1","1","","",""
"239624","2345","2345","2345","","","","0","0","0"
"240265","2335","2335","2335","0","0","0","","",""
"240271","2336","2336","2336","0","0","0","","",""
"240624","2346","2346","2346","","","","0","0","0"
"240655","2355","2355","2355","","","","0","0","0"
"241263","2356","2356","2356","","","","0","0","0"
"241271","2347","2347","2347","1","1","1","","",""
"242263","2364","2364","2364","","","","0","0","0"
"242271","2357","2357","2357","0","0","0","","",""
"242441","2365","2365","2365","","","","0","0","0"
"242803","2374","2374","2374","","","","0","0","0"
"243271","2366","2366","2366","0","0","0","","",""
"243491","2367","2367","2367","2","2","2","","",""
"243553","2368","2368","2368","2","2","2","","",""
"243638","2375","2375","2375","","","","0","0","0"
"243655","2376","2376","2376","","","","0","0","0"
"243796","2384","2384","2384","","","","0","0","0"
"244553","2377","2377","2377","2","2","2","","",""
"244654","2378","2378","2378","1","1","1","","",""
"244796","2395","2395","2395","","","","0","0","0"
"245654","2385","2385","2385","0","0","0","","",""
"245666","2386","2386","2386","0","0","0","","",""
"245796","2405","2405","2405","","","","0","0","0"
"246666","2396","2396","2396","0","0","0","","",""
"246796","2409","2409","2409","","","","0","0","0"
"247364","2406","2406","2406","0","0","0","","",""
"247796","2410","2410","2410","","","","1","1","1"
"248364","2411","2411","2411","0","0","0","","",""
"248796","2420","2420","2420","","","","0","0","0"
"248928","2430","2430","2430","","","","0","0","0"
"249364","2421","2421","2421","0","0","0","","",""
"249928","2441","2441","2441","","","","0","0","0"
"249974","2442","2442","2442","","","","0","0","0"
"250364","2431","2431","2431","0","0","0","","",""
"250696","2432","2432","2432","0","0","0","","",""
"250915","2451","2451","2451","","","","0","0","0"
"251475","2443","2443","2443","1","1","1","","",""
"251915","2461","2461","2461","","","","0","0","0"
"252452","2462","2462","2462","","","","2","2","2"
"252475","2452","2452","2452","0","0","0","","",""
"253133","2463","2463","2463","0","0","0","","",""
"253452","2472","2472","2472","","","","0","0","0"
"254133","2473","2473","2473","0","0","0","","",""
"254452","2482","2482","2482","","","","0","0","0"
"255133","2483","2483","2483","0","0","0","","",""
"255452","2486","2486","2486","","","","1","1","1"
"255461","2487","2487","2487","","","","0","0","0"
"256067","2488","2488","2488","0","0","0","","",""
"256461","2497","2497","2497","","","","0","0","0"
"257067","2498","2498","2498","0","0","0","","",""
"257461","2507","2507","2507","","","","0","0","0"
"258067","2508","2508","2508","0","0","0","","",""
"258461","2518","2518","2518","","","","0","0","0"
"259067","2509","2509","2509","0","0","0","","",""
"259461","2528","2528","2528","","","","0","0","0"
"260067","2519","2519","2519","0","0","0","","",""
"260461","2537","2537","2537","","","","0","0","0"
"261067","2529","2529","2529","2","2","2","","",""
"261461","2547","2547","2547","","","","0","0","0"
"262067","2538","2538","2538","1","1","1","","",""
"262461","2558","2558","2558","","","","2","2","2"
"263067","2548","2548","2548","0","0","0","","",""
"263089","2549","2549","2549","0","0","0","","",""
"263461","2568","2568","2568","","","","0","0","0"
"264089","2559","2559","2559","0","0","0","","",""
"264461","2572","2572","2572","","","","0","0","0"
"265089","2569","2569","2569","0","0","0","","",""
"265192","2573","2573","2573","","","","0","0","0"
"266089","2574","2574","2574","1","1","1","","",""
"266192","2583","2583","2583","","","","1","1","1"
"267089","2584","2584","2584","1","1","1","","",""
"267192","2593","2593","2593","","","","1","1","1"
"268089","2594","2594","2594","1","1","1","","",""
"268192","2603","2603","2603","","","","1","1","1"
"269089","2604","2604","2604","2","2","2","","",""
"269192","2613","2613","2613","","","","0","0","0"
"270089","2614","2614","2614","0","0","0","","",""
"270192","2622","2622","2622","","","","2","2","2"
"271089","2623","2623","2623","0","0","0","","",""
"271192","2632","2632","2632","","","","2","2","2"
"271383","2642","2642","2642","","","","0","0","0"
"272089","2633","2633","2633","0","0","0","","",""
"272383","2643","2643","2643","","","","1","1","1"
"273089","2644","2644","2644","0","0","0","","",""
"273383","2648","2648","2648","","","","2","2","2"
"273559","2655","2655","2655","","","","1","1","1"
"274089","2649","2649","2649","0","0","0","","",""
"274559","2666","2666","2666","","","","0","0","0"
"275089","2656","2656","2656","1","1","1","","",""
"275115","2657","2657","2657","0","0","0","","",""
"275559","2670","2670","2670","","","","0","0","0"
"276115","2667","2667","2667","0","0","0","","",""
"276559","2677","2677","2677","","","","0","0","0"
"276567","2678","2678","2678","","","","0","0","0"
"276741","2671","2671","2671","3","3","3","","",""
"276991","2679","2679","2679","","","","2","2","2"
"277741","2680","2680","2680","0","0","0","","",""
"277991","2684","2684","2684","","","","0","0","0"
"278741","2685","2685","2685","0","0","0","","",""
"278991","2694","2694","2694","","","","2","2","2"
"279034","2695","2695","2695","","","","0","0","0"
"279322","2696","2696","2696","","","","1","1","1"
"279741","2697","2697","2697","0","0","0","","",""
"279863","2706","2706","2706","","","","12","12","12"
"280203","2707","2707","2707","","","","1","1","1"
"280741","2708","2708","2708","0","0","0","","",""
"280793","2709","2709","2709","0","0","0","","",""
"280950","2710","2710","2710","0","0","0","","",""
"281203","2718","2718","2718","","","","0","0","0"
"281447","2719","2719","2719","","","","2","2","2"
"281950","2720","2720","2720","0","0","0","","",""
"282025","2721","2721","2721","0","0","0","","",""
"282447","2731","2731","2731","","","","1","1","1"
"282590","2722","2722","2722","0","0","0","","",""
"282825","2732","2732","2732","1","1","1","","",""
"282956","2741","2741","2741","","","","0","0","0"
"283825","2742","2742","2742","0","0","0","","",""
"283956","2751","2751","2751","","","","0","0","0"
"284202","2752","2752","2752","","","","0","0","0"
"284825","2753","2753","2753","0","0","0","","",""
"285202","2762","2762","2762","","","","0","0","0"
"285258","2763","2763","2763","","","","0","0","0"
"285825","2764","2764","2764","0","0","0","","",""
"286258","2767","2767","2767","","","","0","0","0"
"286502","2768","2768","2768","","","","0","0","0"
"286825","2769","2769","2769","1","1","1","","",""
"286833","2770","2770","2770","0","0","0","","",""
"286907","2771","2771","2771","0","0","0","","",""
"287502","2780","2780","2780","","","","0","0","0"
"287519","2781","2781","2781","","","","0","0","0"
"287907","2782","2782","2782","0","0","0","","",""
"288153","2783","2783","2783","0","0","0","","",""
"288494","2787","2787","2787","","","","0","0","0"
"289153","2788","2788","2788","0","0","0","","",""
"289494","2796","2796","2796","","","","0","0","0"
"289671","2797","2797","2797","","","","0","0","0"
"290153","2798","2798","2798","0","0","0","","",""
"290659","2802","2802","2802","","","","2","2","2"
"291153","2803","2803","2803","0","0","0","","",""
"291178","2804","2804","2804","0","0","0","","",""
"291659","2813","2813","2813","","","","1","1","1"
"292178","2814","2814","2814","1","1","1","","",""
"292331","2823","2823","2823","","","","0","0","0"
"292437","2824","2824","2824","","","","1","1","1"
"293178","2825","2825","2825","0","0","0","","",""
"293380","2826","2826","2826","1","1","1","","",""
"293437","2832","2832","2832","","","","1","1","1"
"293669","2833","2833","2833","","","","0","0","0"
"294380","2834","2834","2834","2","2","2","","",""
"294669","2844","2844","2844","","","","0","0","0"
"294880","2835","2835","2835","0","0","0","","",""
"295466","2845","2845","2845","1","1","1","","",""
"295669","2853","2853","2853","","","","0","0","0"
"295692","2846","2846","2846","2","2","2","","",""
"295764","2847","2847","2847","1","1","1","","",""
"296502","2854","2854","2854","1","1","1","","",""
"296659","2855","2855","2855","0","0","0","","",""
"296669","2858","2858","2858","","","","1","1","1"
"297659","2859","2859","2859","1","1","1","","",""
"297669","2868","2868","2868","","","","0","0","0"
"298659","2869","2869","2869","0","0","0","","",""
"298669","2873","2873","2873","","","","0","0","0"
"298790","2874","2874","2874","","","","1","1","1"
"299659","2875","2875","2875","1","1","1","","",""
"299790","2878","2878","2878","","","","0","0","0"
"300659","2879","2879","2879","2","2","2","","",""
"300757","2880","2880","2880","1","1","1","","",""
"300790","2884","2884","2884","","","","0","0","0"
"301757","2885","2885","2885","0","0","0","","",""
"301790","2890","2890","2890","","","","0","0","0"
"301873","2886","2886","2886","2","2","2","","",""
"302790","2894","2894","2894","","","","1","1","1"
"302873","2891","2891","2891","1","1","1","","",""
"303790","2904","2904","2904","","","","0","0","0"
"303873","2895","2895","2895","0","0","0","","",""
"304790","2915","2915","2915","","","","0","0","0"
"304873","2905","2905","2905","0","0","0","","",""
"304968","2906","2906","2906","0","0","0","","",""
"305790","2923","2923","2923","","","","0","0","0"
"305802","2924","2924","2924","","","","0","0","0"
"305968","2916","2916","2916","0","0","0","","",""
"306159","2917","2917","2917","1","1","1","","",""
"306250","2925","2925","2925","1","1","1","","",""
"306259","2926","2926","2926","0","0","0","","",""
"306526","2927","2927","2927","0","0","0","","",""
"306802","2933","2933","2933","","","","1","1","1"
"307062","2934","2934","2934","","","","0","0","0"
"307526","2935","2935","2935","0","0","0","","",""
"307621","2936","2936","2936","0","0","0","","",""
"307641","2945","2945","2945","","","","0","0","0"
"307803","2946","2946","2946","","","","1","1","1"
"308276","2959","2959","2959","","","","0","0","0"
"308418","2960","2960","2960","","","","0","0","0"
"308621","2947","2947","2947","1","1","1","","",""
"308641","2948","2948","2948","1","1","1","","",""
"308788","2949","2949","2949","0","0","0","","",""
"308798","2950","2950","2950","0","0","0","","",""
"308829","2961","2961","2961","","","","3","3","3"
"308915","2951","2951","2951","1","1","1","","",""
"309009","2952","2952","2952","1","1","1","","",""
"309136","2953","2953","2953","0","0","0","","",""
"309437","2962","2962","2962","0","0","0","","",""
