"play/step","climber_200_easy - _step","climber_200_easy - _step__MIN","climber_200_easy - _step__MAX","climber_200_easy - play/episodic_reward","climber_200_easy - play/episodic_reward__MIN","climber_200_easy - play/episodic_reward__MAX","climber_200_easy - test/episodic_reward","climber_200_easy - test/episodic_reward__MIN","climber_200_easy - test/episodic_reward__MAX"
"917991","8140","8140","8140","0","0","0","","",""
"918178","8141","8141","8141","0","0","0","","",""
"918333","8147","8147","8147","","","","0","0","0"
"919178","8148","8148","8148","0","0","0","","",""
"919333","8157","8157","8157","","","","0","0","0"
"919362","8158","8158","8158","","","","11","11","11"
"919695","8168","8168","8168","","","","0","0","0"
"919921","8169","8169","8169","","","","11","11","11"
"920178","8159","8159","8159","0","0","0","","",""
"920921","8179","8179","8179","","","","0","0","0"
"921178","8170","8170","8170","0","0","0","","",""
"921921","8186","8186","8186","","","","0","0","0"
"922178","8180","8180","8180","0","0","0","","",""
"922921","8193","8193","8193","","","","0","0","0"
"923178","8187","8187","8187","0","0","0","","",""
"923921","8199","8199","8199","","","","0","0","0"
"924178","8194","8194","8194","0","0","0","","",""
"924327","8195","8195","8195","11","11","11","","",""
"924921","8203","8203","8203","","","","0","0","0"
"925327","8200","8200","8200","0","0","0","","",""
"925921","8214","8214","8214","","","","0","0","0"
"926327","8204","8204","8204","0","0","0","","",""
"926509","8205","8205","8205","11","11","11","","",""
"926921","8224","8224","8224","","","","0","0","0"
"927509","8215","8215","8215","0","0","0","","",""
"927921","8229","8229","8229","","","","0","0","0"
"928509","8225","8225","8225","0","0","0","","",""
"928921","8234","8234","8234","","","","0","0","0"
"929057","8235","8235","8235","","","","1","1","1"
"929509","8230","8230","8230","0","0","0","","",""
"929539","8231","8231","8231","0","0","0","","",""
"930057","8240","8240","8240","","","","0","0","0"
"930539","8236","8236","8236","0","0","0","","",""
"931057","8247","8247","8247","","","","0","0","0"
"931069","8248","8248","8248","","","","0","0","0"
"931266","8249","8249","8249","","","","11","11","11"
"931539","8241","8241","8241","0","0","0","","",""
"932266","8259","8259","8259","","","","0","0","0"
"932539","8250","8250","8250","0","0","0","","",""
"933266","8269","8269","8269","","","","0","0","0"
"933301","8270","8270","8270","","","","11","11","11"
"933416","8271","8271","8271","","","","0","0","0"
"933539","8260","8260","8260","0","0","0","","",""
"934416","8275","8275","8275","","","","0","0","0"
"934539","8272","8272","8272","0","0","0","","",""
"935416","8285","8285","8285","","","","0","0","0"
"935539","8276","8276","8276","0","0","0","","",""
"936416","8292","8292","8292","","","","0","0","0"
"936539","8286","8286","8286","0","0","0","","",""
"937416","8304","8304","8304","","","","0","0","0"
"937539","8293","8293","8293","0","0","0","","",""
"937756","8294","8294","8294","12","12","12","","",""
"937777","8295","8295","8295","0","0","0","","",""
"938416","8315","8315","8315","","","","0","0","0"
"938777","8305","8305","8305","0","0","0","","",""
"938795","8306","8306","8306","0","0","0","","",""
"939124","8325","8325","8325","","","","11","11","11"
"939795","8316","8316","8316","1","1","1","","",""
"940089","8326","8326","8326","11","11","11","","",""
"940124","8334","8334","8334","","","","0","0","0"
"940155","8335","8335","8335","","","","11","11","11"
"940200","8336","8336","8336","","","","11","11","11"
"940231","8337","8337","8337","","","","0","0","0"
"940247","8338","8338","8338","","","","11","11","11"
"940310","8339","8339","8339","","","","11","11","11"
"940510","8340","8340","8340","","","","11","11","11"
"941089","8341","8341","8341","0","0","0","","",""
"941099","8342","8342","8342","0","0","0","","",""
"941510","8351","8351","8351","","","","0","0","0"
"941588","8352","8352","8352","","","","11","11","11"
"942099","8353","8353","8353","0","0","0","","",""
"942588","8363","8363","8363","","","","1","1","1"
"943099","8354","8354","8354","1","1","1","","",""
"943235","8364","8364","8364","11","11","11","","",""
"943296","8365","8365","8365","0","0","0","","",""
"943588","8374","8374","8374","","","","0","0","0"
"943618","8375","8375","8375","","","","0","0","0"
"944296","8376","8376","8376","1","1","1","","",""
"944618","8380","8380","8380","","","","0","0","0"
"944671","8377","8377","8377","12","12","12","","",""
"945413","8381","8381","8381","0","0","0","","",""
"945618","8388","8388","8388","","","","0","0","0"
"946413","8389","8389","8389","0","0","0","","",""
"946618","8395","8395","8395","","","","0","0","0"
"947413","8396","8396","8396","0","0","0","","",""
"947618","8405","8405","8405","","","","0","0","0"
"948413","8406","8406","8406","0","0","0","","",""
"948445","8407","8407","8407","11","11","11","","",""
"948528","8408","8408","8408","0","0","0","","",""
"948618","8416","8416","8416","","","","0","0","0"
"948665","8417","8417","8417","","","","0","0","0"
"949528","8418","8418","8418","0","0","0","","",""
"949665","8425","8425","8425","","","","0","0","0"
"950528","8426","8426","8426","0","0","0","","",""
"950665","8434","8434","8434","","","","0","0","0"
"951528","8435","8435","8435","0","0","0","","",""
"951665","8444","8444","8444","","","","0","0","0"
"952528","8445","8445","8445","0","0","0","","",""
"952591","8446","8446","8446","0","0","0","","",""
"952665","8450","8450","8450","","","","0","0","0"
"952697","8451","8451","8451","","","","11","11","11"
"952766","8452","8452","8452","","","","11","11","11"
"952802","8453","8453","8453","","","","0","0","0"
"953591","8454","8454","8454","0","0","0","","",""
"953802","8463","8463","8463","","","","0","0","0"
"953867","8464","8464","8464","","","","0","0","0"
"953896","8465","8465","8465","","","","0","0","0"
"953946","8466","8466","8466","","","","0","0","0"
"953989","8467","8467","8467","","","","0","0","0"
"954591","8468","8468","8468","0","0","0","","",""
"954989","8476","8476","8476","","","","0","0","0"
"955591","8477","8477","8477","0","0","0","","",""
"955989","8486","8486","8486","","","","0","0","0"
"956591","8487","8487","8487","0","0","0","","",""
"956614","8488","8488","8488","0","0","0","","",""
"956989","8497","8497","8497","","","","0","0","0"
"957614","8498","8498","8498","0","0","0","","",""
"957989","8507","8507","8507","","","","0","0","0"
"958614","8508","8508","8508","0","0","0","","",""
"958989","8517","8517","8517","","","","0","0","0"
"959614","8518","8518","8518","0","0","0","","",""
"959989","8526","8526","8526","","","","0","0","0"
"959996","8527","8527","8527","","","","0","0","0"
"960614","8528","8528","8528","0","0","0","","",""
"960633","8529","8529","8529","0","0","0","","",""
"960996","8538","8538","8538","","","","0","0","0"
"961633","8539","8539","8539","0","0","0","","",""
"961996","8545","8545","8545","","","","0","0","0"
"962061","8546","8546","8546","","","","0","0","0"
"962633","8547","8547","8547","0","0","0","","",""
"962948","8558","8558","8558","","","","11","11","11"
"963212","8548","8548","8548","1","1","1","","",""
"963346","8549","8549","8549","0","0","0","","",""
"963948","8565","8565","8565","","","","0","0","0"
"964346","8559","8559","8559","0","0","0","","",""
"964948","8570","8570","8570","","","","0","0","0"
"964975","8571","8571","8571","","","","11","11","11"
"965346","8566","8566","8566","0","0","0","","",""
"965769","8583","8583","8583","","","","11","11","11"
"966346","8572","8572","8572","0","0","0","","",""
"966403","8573","8573","8573","0","0","0","","",""
"966517","8574","8574","8574","11","11","11","","",""
"966769","8594","8594","8594","","","","0","0","0"
"967517","8584","8584","8584","1","1","1","","",""
"967639","8585","8585","8585","0","0","0","","",""
"967769","8603","8603","8603","","","","0","0","0"
"968188","8604","8604","8604","","","","0","0","0"
"968639","8595","8595","8595","0","0","0","","",""
"968972","8605","8605","8605","11","11","11","","",""
"969045","8606","8606","8606","0","0","0","","",""
"969188","8615","8615","8615","","","","0","0","0"
"970045","8616","8616","8616","0","0","0","","",""
"970188","8625","8625","8625","","","","0","0","0"
"970364","8626","8626","8626","","","","0","0","0"
"971045","8627","8627","8627","0","0","0","","",""
"971255","8628","8628","8628","11","11","11","","",""
"971364","8637","8637","8637","","","","0","0","0"
"972255","8638","8638","8638","0","0","0","","",""
"972364","8641","8641","8641","","","","0","0","0"
"973255","8642","8642","8642","0","0","0","","",""
"973364","8652","8652","8652","","","","0","0","0"
"973453","8643","8643","8643","12","12","12","","",""
"973671","8653","8653","8653","","","","12","12","12"
"974453","8654","8654","8654","0","0","0","","",""
"974671","8660","8660","8660","","","","1","1","1"
"974694","8661","8661","8661","","","","0","0","0"
"974792","8662","8662","8662","","","","1","1","1"
"975453","8663","8663","8663","0","0","0","","",""
"975792","8667","8667","8667","","","","0","0","0"
"976453","8668","8668","8668","1","1","1","","",""
"976657","8677","8677","8677","","","","1","1","1"
"977453","8678","8678","8678","0","0","0","","",""
"977499","8679","8679","8679","0","0","0","","",""
"977657","8688","8688","8688","","","","0","0","0"
"978499","8689","8689","8689","0","0","0","","",""
"978657","8697","8697","8697","","","","0","0","0"
"979499","8698","8698","8698","0","0","0","","",""
"979516","8699","8699","8699","0","0","0","","",""
"979657","8708","8708","8708","","","","0","0","0"
"980516","8709","8709","8709","0","0","0","","",""
"980657","8718","8718","8718","","","","0","0","0"
"980771","8719","8719","8719","","","","0","0","0"
"980942","8720","8720","8720","","","","12","12","12"
"981516","8721","8721","8721","0","0","0","","",""
"981942","8727","8727","8727","","","","0","0","0"
"982516","8728","8728","8728","0","0","0","","",""
"982942","8734","8734","8734","","","","0","0","0"
"983516","8735","8735","8735","0","0","0","","",""
"983565","8736","8736","8736","0","0","0","","",""
"983942","8745","8745","8745","","","","0","0","0"
"984565","8746","8746","8746","0","0","0","","",""
"984942","8755","8755","8755","","","","0","0","0"
"985565","8756","8756","8756","0","0","0","","",""
"985636","8757","8757","8757","0","0","0","","",""
"985942","8763","8763","8763","","","","0","0","0"
"986636","8764","8764","8764","0","0","0","","",""
"986942","8768","8768","8768","","","","0","0","0"
"986972","8769","8769","8769","","","","0","0","0"
"987636","8770","8770","8770","1","1","1","","",""
"987712","8771","8771","8771","12","12","12","","",""
"987763","8772","8772","8772","0","0","0","","",""
"987972","8781","8781","8781","","","","0","0","0"
"988708","8782","8782","8782","0","0","0","","",""
"988768","8783","8783","8783","11","11","11","","",""
"988972","8791","8791","8791","","","","0","0","0"
"989768","8792","8792","8792","0","0","0","","",""
"989972","8801","8801","8801","","","","0","0","0"
"990768","8802","8802","8802","0","0","0","","",""
"990972","8806","8806","8806","","","","0","0","0"
"990984","8807","8807","8807","","","","0","0","0"
"991020","8808","8808","8808","","","","0","0","0"
"991039","8809","8809","8809","","","","0","0","0"
"991768","8810","8810","8810","0","0","0","","",""
"991905","8811","8811","8811","0","0","0","","",""
"992039","8820","8820","8820","","","","0","0","0"
"992088","8821","8821","8821","","","","0","0","0"
"992905","8822","8822","8822","0","0","0","","",""
"992984","8823","8823","8823","11","11","11","","",""
"993088","8829","8829","8829","","","","0","0","0"
"993984","8830","8830","8830","0","0","0","","",""
"994088","8836","8836","8836","","","","0","0","0"
"994121","8837","8837","8837","","","","0","0","0"
"994984","8838","8838","8838","0","0","0","","",""
"995121","8847","8847","8847","","","","0","0","0"
"995303","8848","8848","8848","","","","1","1","1"
"995365","8859","8859","8859","","","","11","11","11"
"995984","8849","8849","8849","0","0","0","","",""
"996180","8850","8850","8850","0","0","0","","",""
"996365","8863","8863","8863","","","","0","0","0"
"997180","8860","8860","8860","0","0","0","","",""
"997365","8864","8864","8864","","","","0","0","0"
"998180","8865","8865","8865","0","0","0","","",""
"998225","8866","8866","8866","11","11","11","","",""
"998254","8867","8867","8867","11","11","11","","",""
"998365","8876","8876","8876","","","","0","0","0"
"999254","8877","8877","8877","0","0","0","","",""
"999365","8886","8886","8886","","","","0","0","0"
"1000254","8887","8887","8887","0","0","0","","",""
"1000300","8888","8888","8888","0","0","0","","",""
"1000365","8897","8897","8897","","","","0","0","0"
"1000474","8901","8901","8901","","","","0","0","0"
"1001300","8898","8898","8898","0","0","0","","",""
"1001474","8911","8911","8911","","","","0","0","0"
"1001781","8902","8902","8902","0","0","0","","",""
"1002350","8903","8903","8903","3","3","3","","",""
"1002443","8904","8904","8904","0","0","0","","",""
"1002474","8912","8912","8912","","","","1","1","1"
"1002478","8905","8905","8905","0","0","0","","",""
"1002500","8913","8913","8913","0","0","0","","",""
"1002586","8918","8918","8918","","","","11","11","11"
"1002730","8919","8919","8919","","","","11","11","11"
"1003500","8914","8914","8914","0","0","0","","",""
"1003730","8924","8924","8924","","","","0","0","0"
"1004500","8920","8920","8920","0","0","0","","",""
"1004730","8928","8928","8928","","","","0","0","0"
"1005500","8925","8925","8925","0","0","0","","",""
"1005730","8935","8935","8935","","","","0","0","0"
"1005808","8936","8936","8936","","","","11","11","11"
"1005898","8937","8937","8937","","","","11","11","11"
"1006500","8929","8929","8929","0","0","0","","",""
"1006641","8938","8938","8938","11","11","11","","",""
"1006898","8947","8947","8947","","","","0","0","0"
"1007641","8948","8948","8948","0","0","0","","",""
"1007898","8952","8952","8952","","","","0","0","0"
"1008641","8953","8953","8953","0","0","0","","",""
"1008898","8957","8957","8957","","","","0","0","0"
"1009138","8958","8958","8958","","","","11","11","11"
"1009328","8959","8959","8959","","","","0","0","0"
"1009485","8960","8960","8960","","","","0","0","0"
"1009641","8954","8954","8954","0","0","0","","",""
"1009839","8965","8965","8965","","","","0","0","0"
"1010641","8961","8961","8961","0","0","0","","",""
"1010839","8970","8970","8970","","","","0","0","0"
"1010927","8966","8966","8966","0","0","0","","",""
"1011839","8977","8977","8977","","","","0","0","0"
