"play/step","climber_200_easy - _step","climber_200_easy - _step__MIN","climber_200_easy - _step__MAX","climber_200_easy - play/episodic_reward","climber_200_easy - play/episodic_reward__MIN","climber_200_easy - play/episodic_reward__MAX","climber_200_easy - test/episodic_reward","climber_200_easy - test/episodic_reward__MIN","climber_200_easy - test/episodic_reward__MAX"
"1257294","11099","11099","11099","0","0","0","","",""
"1257879","11115","11115","11115","","","","0","0","0"
"1258286","11106","11106","11106","0","0","0","","",""
"1258879","11125","11125","11125","","","","0","0","0"
"1259018","11126","11126","11126","","","","2","2","2"
"1259286","11116","11116","11116","1","1","1","","",""
"1260018","11136","11136","11136","","","","0","0","0"
"1260286","11127","11127","11127","0","0","0","","",""
"1260627","11145","11145","11145","","","","0","0","0"
"1261286","11137","11137","11137","0","0","0","","",""
"1261401","11138","11138","11138","0","0","0","","",""
"1261501","11139","11139","11139","11","11","11","","",""
"1261627","11150","11150","11150","","","","0","0","0"
"1261817","11151","11151","11151","","","","0","0","0"
"1261867","11152","11152","11152","","","","11","11","11"
"1262501","11146","11146","11146","0","0","0","","",""
"1262867","11156","11156","11156","","","","0","0","0"
"1262903","11157","11157","11157","","","","0","0","0"
"1263501","11153","11153","11153","0","0","0","","",""
"1263903","11162","11162","11162","","","","0","0","0"
"1264095","11163","11163","11163","","","","0","0","0"
"1264220","11164","11164","11164","","","","0","0","0"
"1264261","11165","11165","11165","","","","11","11","11"
"1264501","11158","11158","11158","0","0","0","","",""
"1265261","11175","11175","11175","","","","0","0","0"
"1265501","11166","11166","11166","1","1","1","","",""
"1266261","11183","11183","11183","","","","0","0","0"
"1266501","11176","11176","11176","0","0","0","","",""
"1266559","11177","11177","11177","1","1","1","","",""
"1267261","11190","11190","11190","","","","0","0","0"
"1267296","11191","11191","11191","","","","0","0","0"
"1267462","11192","11192","11192","","","","0","0","0"
"1267528","11193","11193","11193","","","","1","1","1"
"1267559","11184","11184","11184","0","0","0","","",""
"1268528","11198","11198","11198","","","","0","0","0"
"1268559","11194","11194","11194","0","0","0","","",""
"1268576","11199","11199","11199","","","","11","11","11"
"1269559","11200","11200","11200","0","0","0","","",""
"1269576","11203","11203","11203","","","","0","0","0"
"1270559","11204","11204","11204","0","0","0","","",""
"1270576","11213","11213","11213","","","","0","0","0"
"1271559","11214","11214","11214","0","0","0","","",""
"1271576","11224","11224","11224","","","","0","0","0"
"1271607","11225","11225","11225","","","","0","0","0"
"1271669","11226","11226","11226","","","","0","0","0"
"1271702","11215","11215","11215","11","11","11","","",""
"1272669","11236","11236","11236","","","","0","0","0"
"1272702","11227","11227","11227","0","0","0","","",""
"1272786","11237","11237","11237","","","","0","0","0"
"1273702","11238","11238","11238","1","1","1","","",""
"1273786","11244","11244","11244","","","","1","1","1"
"1273867","11249","11249","11249","","","","11","11","11"
"1274702","11245","11245","11245","0","0","0","","",""
"1274731","11246","11246","11246","0","0","0","","",""
"1274867","11250","11250","11250","","","","1","1","1"
"1275731","11251","11251","11251","0","0","0","","",""
"1275867","11258","11258","11258","","","","0","0","0"
"1275882","11259","11259","11259","","","","0","0","0"
"1276731","11260","11260","11260","0","0","0","","",""
"1276882","11268","11268","11268","","","","0","0","0"
"1277546","11269","11269","11269","0","0","0","","",""
"1277882","11276","11276","11276","","","","0","0","0"
"1278001","11280","11280","11280","","","","0","0","0"
"1278244","11281","11281","11281","","","","11","11","11"
"1278401","11282","11282","11282","","","","1","1","1"
"1278546","11277","11277","11277","0","0","0","","",""
"1279401","11288","11288","11288","","","","0","0","0"
"1279546","11283","11283","11283","0","0","0","","",""
"1279576","11284","11284","11284","11","11","11","","",""
"1280401","11298","11298","11298","","","","0","0","0"
"1280576","11289","11289","11289","0","0","0","","",""
"1281401","11305","11305","11305","","","","0","0","0"
"1281576","11299","11299","11299","0","0","0","","",""
"1282401","11313","11313","11313","","","","0","0","0"
"1282576","11306","11306","11306","0","0","0","","",""
"1282651","11307","11307","11307","0","0","0","","",""
"1283401","11318","11318","11318","","","","0","0","0"
"1283448","11319","11319","11319","","","","11","11","11"
"1283651","11314","11314","11314","0","0","0","","",""
"1284448","11326","11326","11326","","","","0","0","0"
"1284566","11327","11327","11327","","","","0","0","0"
"1284651","11320","11320","11320","0","0","0","","",""
"1285566","11338","11338","11338","","","","0","0","0"
"1285651","11328","11328","11328","0","0","0","","",""
"1285704","11329","11329","11329","11","11","11","","",""
"1286566","11342","11342","11342","","","","0","0","0"
"1286704","11339","11339","11339","0","0","0","","",""
"1287332","11352","11352","11352","","","","11","11","11"
"1287622","11353","11353","11353","","","","12","12","12"
"1287704","11343","11343","11343","0","0","0","","",""
"1288622","11361","11361","11361","","","","0","0","0"
"1288704","11354","11354","11354","0","0","0","","",""
"1288779","11355","11355","11355","1","1","1","","",""
"1289622","11366","11366","11366","","","","0","0","0"
"1289779","11362","11362","11362","0","0","0","","",""
"1290622","11373","11373","11373","","","","1","1","1"
"1290779","11367","11367","11367","0","0","0","","",""
"1291622","11380","11380","11380","","","","0","0","0"
"1291686","11381","11381","11381","","","","0","0","0"
"1291716","11382","11382","11382","","","","11","11","11"
"1291779","11374","11374","11374","0","0","0","","",""
"1292716","11392","11392","11392","","","","0","0","0"
"1292779","11383","11383","11383","0","0","0","","",""
"1293716","11399","11399","11399","","","","0","0","0"
"1293779","11393","11393","11393","0","0","0","","",""
"1294716","11406","11406","11406","","","","0","0","0"
"1294779","11400","11400","11400","0","0","0","","",""
"1295171","11407","11407","11407","","","","0","0","0"
"1295779","11408","11408","11408","0","0","0","","",""
"1296171","11412","11412","11412","","","","1","1","1"
"1296354","11413","11413","11413","","","","0","0","0"
"1296427","11424","11424","11424","","","","0","0","0"
"1296553","11425","11425","11425","","","","11","11","11"
"1296779","11414","11414","11414","0","0","0","","",""
"1296878","11415","11415","11415","12","12","12","","",""
"1297066","11426","11426","11426","","","","1","1","1"
"1297878","11427","11427","11427","0","0","0","","",""
"1298066","11430","11430","11430","","","","0","0","0"
"1298878","11431","11431","11431","0","0","0","","",""
"1299066","11435","11435","11435","","","","0","0","0"
"1299878","11436","11436","11436","0","0","0","","",""
"1300066","11440","11440","11440","","","","0","0","0"
"1300197","11441","11441","11441","","","","0","0","0"
"1300878","11442","11442","11442","0","0","0","","",""
"1301197","11450","11450","11450","","","","0","0","0"
"1301878","11451","11451","11451","0","0","0","","",""
"1302197","11455","11455","11455","","","","0","0","0"
"1302878","11456","11456","11456","0","0","0","","",""
"1303197","11465","11465","11465","","","","0","0","0"
"1303856","11466","11466","11466","0","0","0","","",""
"1304197","11475","11475","11475","","","","1","1","1"
"1304262","11476","11476","11476","","","","11","11","11"
"1304856","11477","11477","11477","0","0","0","","",""
"1305262","11483","11483","11483","","","","0","0","0"
"1305856","11484","11484","11484","0","0","0","","",""
"1306262","11490","11490","11490","","","","0","0","0"
"1306856","11491","11491","11491","0","0","0","","",""
"1307262","11495","11495","11495","","","","0","0","0"
"1307856","11496","11496","11496","0","0","0","","",""
"1308001","11497","11497","11497","11","11","11","","",""
"1308262","11503","11503","11503","","","","0","0","0"
"1308311","11504","11504","11504","","","","11","11","11"
"1309001","11505","11505","11505","0","0","0","","",""
"1309264","11511","11511","11511","","","","11","11","11"
"1310001","11512","11512","11512","0","0","0","","",""
"1310264","11518","11518","11518","","","","0","0","0"
"1310330","11519","11519","11519","","","","0","0","0"
"1311001","11520","11520","11520","1","1","1","","",""
"1311099","11521","11521","11521","11","11","11","","",""
"1311330","11530","11530","11530","","","","0","0","0"
"1312018","11531","11531","11531","11","11","11","","",""
"1312330","11540","11540","11540","","","","0","0","0"
"1312527","11541","11541","11541","","","","12","12","12"
"1313018","11542","11542","11542","0","0","0","","",""
"1313527","11545","11545","11545","","","","0","0","0"
"1313555","11546","11546","11546","","","","0","0","0"
"1313603","11547","11547","11547","","","","0","0","0"
"1313618","11548","11548","11548","","","","0","0","0"
"1313697","11549","11549","11549","","","","0","0","0"
"1314018","11550","11550","11550","0","0","0","","",""
"1314073","11559","11559","11559","","","","11","11","11"
"1315018","11560","11560","11560","0","0","0","","",""
"1315073","11567","11567","11567","","","","0","0","0"
"1315084","11561","11561","11561","0","0","0","","",""
"1316073","11572","11572","11572","","","","0","0","0"
"1316084","11568","11568","11568","0","0","0","","",""
"1317073","11582","11582","11582","","","","0","0","0"
"1317084","11573","11573","11573","0","0","0","","",""
"1318073","11589","11589","11589","","","","0","0","0"
"1318084","11583","11583","11583","0","0","0","","",""
"1319073","11594","11594","11594","","","","0","0","0"
"1319084","11590","11590","11590","0","0","0","","",""
"1320073","11604","11604","11604","","","","0","0","0"
"1320084","11595","11595","11595","0","0","0","","",""
"1320116","11605","11605","11605","","","","0","0","0"
"1320165","11606","11606","11606","","","","11","11","11"
"1320271","11607","11607","11607","","","","0","0","0"
"1320331","11596","11596","11596","0","0","0","","",""
"1320372","11608","11608","11608","","","","11","11","11"
"1320395","11597","11597","11597","11","11","11","","",""
"1320644","11609","11609","11609","","","","1","1","1"
"1320774","11598","11598","11598","12","12","12","","",""
"1321006","11619","11619","11619","","","","0","0","0"
"1321774","11610","11610","11610","0","0","0","","",""
"1322006","11628","11628","11628","","","","0","0","0"
"1322774","11620","11620","11620","0","0","0","","",""
"1323006","11629","11629","11629","","","","0","0","0"
"1323105","11630","11630","11630","11","11","11","","",""
"1324006","11639","11639","11639","","","","1","1","1"
"1324105","11640","11640","11640","0","0","0","","",""
"1325006","11644","11644","11644","","","","0","0","0"
"1325066","11656","11656","11656","","","","0","0","0"
"1325105","11645","11645","11645","0","0","0","","",""
"1325216","11646","11646","11646","0","0","0","","",""
"1325456","11647","11647","11647","11","11","11","","",""
"1326066","11657","11657","11657","","","","2","2","2"
"1326456","11658","11658","11658","0","0","0","","",""
"1326608","11659","11659","11659","11","11","11","","",""
"1326651","11667","11667","11667","","","","1","1","1"
"1327608","11668","11668","11668","0","0","0","","",""
"1327651","11672","11672","11672","","","","0","0","0"
"1327716","11673","11673","11673","","","","0","0","0"
"1328608","11674","11674","11674","0","0","0","","",""
"1328716","11680","11680","11680","","","","0","0","0"
"1328758","11681","11681","11681","","","","0","0","0"
"1329608","11682","11682","11682","0","0","0","","",""
"1329758","11688","11688","11688","","","","0","0","0"
"1330608","11689","11689","11689","0","0","0","","",""
"1330694","11690","11690","11690","11","11","11","","",""
"1330758","11697","11697","11697","","","","0","0","0"
"1331694","11698","11698","11698","0","0","0","","",""
"1331758","11704","11704","11704","","","","0","0","0"
"1332694","11705","11705","11705","0","0","0","","",""
"1332758","11714","11714","11714","","","","0","0","0"
"1332902","11715","11715","11715","","","","0","0","0"
"1332932","11716","11716","11716","","","","0","0","0"
"1332996","11717","11717","11717","","","","0","0","0"
"1333694","11718","11718","11718","0","0","0","","",""
"1333996","11724","11724","11724","","","","0","0","0"
"1334011","11725","11725","11725","","","","0","0","0"
"1334034","11726","11726","11726","","","","0","0","0"
"1334694","11727","11727","11727","0","0","0","","",""
"1335034","11733","11733","11733","","","","0","0","0"
"1335694","11734","11734","11734","0","0","0","","",""
"1336034","11743","11743","11743","","","","0","0","0"
"1336331","11750","11750","11750","","","","11","11","11"
"1336694","11744","11744","11744","1","1","1","","",""
"1337331","11751","11751","11751","","","","0","0","0"
"1337358","11758","11758","11758","","","","0","0","0"
"1337694","11752","11752","11752","0","0","0","","",""
"1338358","11759","11759","11759","","","","0","0","0"
"1338694","11760","11760","11760","0","0","0","","",""
"1339358","11766","11766","11766","","","","0","0","0"
"1339422","11774","11774","11774","","","","11","11","11"
"1339694","11767","11767","11767","0","0","0","","",""
"1340422","11781","11781","11781","","","","0","0","0"
"1340694","11775","11775","11775","0","0","0","","",""
"1341422","11782","11782","11782","","","","0","0","0"
"1341438","11783","11783","11783","","","","11","11","11"
"1341487","11790","11790","11790","","","","0","0","0"
"1341694","11784","11784","11784","0","0","0","","",""
"1342487","11800","11800","11800","","","","0","0","0"
"1342694","11791","11791","11791","0","0","0","","",""
"1342737","11801","11801","11801","","","","12","12","12"
"1342801","11802","11802","11802","","","","11","11","11"
"1343694","11803","11803","11803","0","0","0","","",""
"1343801","11809","11809","11809","","","","0","0","0"
"1344694","11810","11810","11810","0","0","0","","",""
"1344801","11816","11816","11816","","","","0","0","0"
"1345694","11817","11817","11817","0","0","0","","",""
"1345801","11826","11826","11826","","","","0","0","0"
"1346694","11827","11827","11827","0","0","0","","",""
"1346719","11828","11828","11828","0","0","0","","",""
"1346801","11832","11832","11832","","","","0","0","0"
"1347719","11833","11833","11833","0","0","0","","",""
"1347770","11834","11834","11834","0","0","0","","",""
"1347801","11845","11845","11845","","","","0","0","0"
"1347810","11846","11846","11846","","","","0","0","0"
"1347914","11835","11835","11835","1","1","1","","",""
"1347945","11836","11836","11836","0","0","0","","",""
"1347985","11837","11837","11837","0","0","0","","",""
"1348168","11847","11847","11847","","","","12","12","12"
"1348985","11848","11848","11848","0","0","0","","",""
"1349168","11855","11855","11855","","","","0","0","0"
"1349985","11856","11856","11856","0","0","0","","",""
"1350168","11864","11864","11864","","","","0","0","0"
"1350985","11865","11865","11865","0","0","0","","",""
"1351168","11869","11869","11869","","","","0","0","0"
"1351985","11870","11870","11870","0","0","0","","",""
"1352168","11874","11874","11874","","","","1","1","1"
"1352985","11875","11875","11875","0","0","0","","",""
"1353030","11876","11876","11876","0","0","0","","",""
"1353168","11885","11885","11885","","","","0","0","0"
"1353236","11877","11877","11877","0","0","0","","",""
"1353278","11886","11886","11886","","","","11","11","11"
"1353292","11887","11887","11887","","","","0","0","0"
"1354236","11888","11888","11888","0","0","0","","",""
"1354292","11895","11895","11895","","","","0","0","0"
"1354393","11896","11896","11896","","","","11","11","11"
"1355236","11897","11897","11897","0","0","0","","",""
"1355300","11898","11898","11898","11","11","11","","",""
"1355393","11906","11906","11906","","","","0","0","0"
"1356300","11907","11907","11907","0","0","0","","",""
"1356347","11908","11908","11908","11","11","11","","",""
"1356393","11917","11917","11917","","","","0","0","0"
"1356605","11918","11918","11918","","","","0","0","0"
"1357134","11919","11919","11919","0","0","0","","",""
"1357235","11920","11920","11920","11","11","11","","",""
"1357605","11929","11929","11929","","","","2","2","2"
"1358235","11930","11930","11930","0","0","0","","",""
"1358605","11934","11934","11934","","","","0","0","0"
"1358672","11935","11935","11935","","","","0","0","0"
"1359235","11936","11936","11936","0","0","0","","",""
"1359672","11942","11942","11942","","","","0","0","0"
"1360235","11943","11943","11943","0","0","0","","",""
"1360672","11949","11949","11949","","","","0","0","0"
"1361235","11950","11950","11950","0","0","0","","",""
"1361672","11956","11956","11956","","","","0","0","0"
"1362235","11957","11957","11957","0","0","0","","",""
"1362672","11961","11961","11961","","","","0","0","0"
"1362774","11962","11962","11962","","","","1","1","1"
"1362894","11963","11963","11963","","","","1","1","1"
"1363235","11964","11964","11964","0","0","0","","",""
"1363771","11965","11965","11965","0","0","0","","",""
"1363894","11971","11971","11971","","","","0","0","0"
"1364022","11976","11976","11976","","","","0","0","0"
"1364047","11977","11977","11977","","","","0","0","0"
"1364771","11972","11972","11972","0","0","0","","",""
"1365047","11983","11983","11983","","","","0","0","0"
"1365771","11978","11978","11978","0","0","0","","",""
"1365865","11979","11979","11979","0","0","0","","",""
"1365966","11980","11980","11980","0","0","0","","",""
"1366047","11988","11988","11988","","","","0","0","0"
"1366134","11989","11989","11989","","","","0","0","0"
"1366966","11984","11984","11984","0","0","0","","",""
"1367134","11999","11999","11999","","","","0","0","0"
"1367966","11990","11990","11990","0","0","0","","",""
"1368134","12006","12006","12006","","","","0","0","0"
"1368966","12000","12000","12000","0","0","0","","",""
"1369134","12017","12017","12017","","","","0","0","0"
"1369145","12018","12018","12018","","","","0","0","0"
"1369259","12007","12007","12007","0","0","0","","",""
"1369425","12019","12019","12019","","","","11","11","11"
"1369899","12008","12008","12008","11","11","11","","",""
"1370425","12028","12028","12028","","","","0","0","0"
"1370899","12020","12020","12020","0","0","0","","",""
"1371425","12039","12039","12039","","","","0","0","0"
"1371500","12040","12040","12040","","","","11","11","11"
"1371899","12029","12029","12029","0","0","0","","",""
"1371946","12030","12030","12030","11","11","11","","",""
"1372500","12050","12050","12050","","","","0","0","0"
"1372946","12041","12041","12041","0","0","0","","",""
"1373500","12057","12057","12057","","","","0","0","0"
"1373946","12051","12051","12051","0","0","0","","",""
"1374500","12068","12068","12068","","","","0","0","0"
"1374946","12058","12058","12058","0","0","0","","",""
"1375044","12059","12059","12059","11","11","11","","",""
"1375500","12075","12075","12075","","","","0","0","0"
"1376044","12069","12069","12069","0","0","0","","",""
"1376500","12085","12085","12085","","","","0","0","0"
"1376503","12086","12086","12086","","","","0","0","0"
"1377044","12076","12076","12076","0","0","0","","",""
"1377503","12096","12096","12096","","","","0","0","0"
"1378044","12087","12087","12087","0","0","0","","",""
"1378503","12106","12106","12106","","","","0","0","0"
"1378547","12107","12107","12107","","","","11","11","11"
"1378550","12108","12108","12108","","","","0","0","0"
"1379044","12097","12097","12097","0","0","0","","",""
"1379071","12109","12109","12109","","","","0","0","0"
"1380044","12110","12110","12110","0","0","0","","",""
"1380071","12116","12116","12116","","","","0","0","0"
"1381044","12117","12117","12117","0","0","0","","",""
"1381071","12123","12123","12123","","","","0","0","0"
"1382044","12124","12124","12124","0","0","0","","",""
"1382071","12128","12128","12128","","","","0","0","0"
"1382152","12129","12129","12129","","","","11","11","11"
"1383044","12130","12130","12130","0","0","0","","",""
"1383152","12133","12133","12133","","","","0","0","0"
"1383217","12134","12134","12134","","","","0","0","0"
"1383281","12135","12135","12135","","","","0","0","0"
"1383352","12136","12136","12136","","","","11","11","11"
"1384044","12137","12137","12137","1","1","1","","",""
"1384352","12143","12143","12143","","","","2","2","2"
"1385044","12144","12144","12144","0","0","0","","",""
"1385075","12145","12145","12145","0","0","0","","",""
"1385128","12146","12146","12146","11","11","11","","",""
"1385231","12147","12147","12147","0","0","0","","",""
"1385352","12154","12154","12154","","","","0","0","0"
"1385490","12155","12155","12155","0","0","0","","",""
"1386352","12164","12164","12164","","","","0","0","0"
"1386490","12156","12156","12156","0","0","0","","",""
"1386559","12165","12165","12165","0","0","0","","",""
"1386686","12166","12166","12166","1","1","1","","",""
"1387352","12175","12175","12175","","","","1","1","1"
"1387686","12176","12176","12176","0","0","0","","",""
"1388352","12182","12182","12182","","","","0","0","0"
"1388686","12183","12183","12183","0","0","0","","",""
"1389352","12187","12187","12187","","","","0","0","0"
"1389686","12188","12188","12188","0","0","0","","",""
"1390352","12194","12194","12194","","","","0","0","0"
"1390686","12195","12195","12195","0","0","0","","",""
"1391352","12201","12201","12201","","","","0","0","0"
"1391686","12202","12202","12202","0","0","0","","",""
"1392352","12211","12211","12211","","","","0","0","0"
"1392386","12212","12212","12212","","","","0","0","0"
"1392417","12213","12213","12213","","","","0","0","0"
"1392479","12214","12214","12214","","","","0","0","0"
"1392686","12215","12215","12215","0","0","0","","",""
"1393028","12216","12216","12216","1","1","1","","",""
"1393317","12217","12217","12217","0","0","0","","",""
"1393479","12226","12226","12226","","","","0","0","0"
"1393524","12227","12227","12227","","","","11","11","11"
"1394317","12228","12228","12228","0","0","0","","",""
"1394524","12232","12232","12232","","","","0","0","0"
"1395317","12233","12233","12233","0","0","0","","",""
"1395524","12236","12236","12236","","","","0","0","0"
"1396317","12237","12237","12237","0","0","0","","",""
"1396508","12238","12238","12238","1","1","1","","",""
"1396524","12242","12242","12242","","","","0","0","0"
"1397508","12243","12243","12243","0","0","0","","",""
"1397524","12249","12249","12249","","","","0","0","0"
"1398508","12250","12250","12250","0","0","0","","",""
"1398524","12256","12256","12256","","","","0","0","0"
"1399508","12257","12257","12257","0","0","0","","",""
"1399524","12261","12261","12261","","","","0","0","0"
"1400508","12262","12262","12262","0","0","0","","",""
"1400524","12271","12271","12271","","","","0","0","0"
"1401508","12272","12272","12272","1","1","1","","",""
"1401524","12278","12278","12278","","","","1","1","1"
"1402125","12279","12279","12279","12","12","12","","",""
"1402524","12288","12288","12288","","","","0","0","0"
"1403125","12289","12289","12289","0","0","0","","",""
"1403177","12290","12290","12290","0","0","0","","",""
"1403524","12299","12299","12299","","","","0","0","0"
"1403551","12291","12291","12291","11","11","11","","",""
"1404524","12311","12311","12311","","","","0","0","0"
"1404551","12300","12300","12300","0","0","0","","",""
"1404614","12301","12301","12301","11","11","11","","",""
"1404718","12302","12302","12302","0","0","0","","",""
"1404744","12312","12312","12312","","","","0","0","0"
"1404842","12313","12313","12313","","","","0","0","0"
"1404902","12314","12314","12314","","","","0","0","0"
"1405718","12315","12315","12315","0","0","0","","",""
"1405902","12319","12319","12319","","","","0","0","0"
"1406718","12320","12320","12320","0","0","0","","",""
"1406902","12329","12329","12329","","","","0","0","0"
"1406919","12330","12330","12330","","","","0","0","0"
"1407718","12331","12331","12331","0","0","0","","",""
"1407919","12337","12337","12337","","","","0","0","0"
"1408718","12338","12338","12338","0","0","0","","",""
"1408756","12339","12339","12339","0","0","0","","",""
"1408919","12348","12348","12348","","","","0","0","0"
"1409756","12349","12349","12349","0","0","0","","",""
"1409918","12352","12352","12352","","","","0","0","0"
"1410756","12353","12353","12353","0","0","0","","",""
"1410918","12357","12357","12357","","","","0","0","0"
"1411756","12358","12358","12358","0","0","0","","",""
"1411918","12364","12364","12364","","","","1","1","1"
"1412756","12365","12365","12365","0","0","0","","",""
"1412918","12369","12369","12369","","","","0","0","0"
"1413656","12370","12370","12370","11","11","11","","",""
"1413918","12378","12378","12378","","","","0","0","0"
"1414656","12379","12379","12379","0","0","0","","",""
"1414918","12389","12389","12389","","","","1","1","1"
"1414984","12390","12390","12390","","","","0","0","0"
"1415067","12380","12380","12380","13","13","13","","",""
"1415984","12400","12400","12400","","","","0","0","0"
"1416051","12401","12401","12401","","","","0","0","0"
"1416067","12391","12391","12391","0","0","0","","",""
"1417051","12412","12412","12412","","","","0","0","0"
"1417067","12402","12402","12402","0","0","0","","",""
"1417165","12403","12403","12403","0","0","0","","",""
"1417356","12413","12413","12413","11","11","11","","",""
"1418051","12419","12419","12419","","","","0","0","0"
"1418356","12420","12420","12420","0","0","0","","",""
"1419051","12428","12428","12428","","","","0","0","0"
"1419205","12421","12421","12421","12","12","12","","",""
"1419236","12422","12422","12422","0","0","0","","",""
"1420051","12433","12433","12433","","","","0","0","0"
"1420236","12429","12429","12429","0","0","0","","",""
"1420363","12434","12434","12434","12","12","12","","",""
"1421051","12440","12440","12440","","","","1","1","1"
"1421363","12441","12441","12441","0","0","0","","",""
"1422014","12445","12445","12445","","","","11","11","11"
"1422363","12446","12446","12446","0","0","0","","",""
"1423014","12454","12454","12454","","","","0","0","0"
"1423363","12455","12455","12455","0","0","0","","",""
"1424014","12463","12463","12463","","","","0","0","0"
"1424363","12456","12456","12456","0","0","0","","",""
"1425014","12467","12467","12467","","","","0","0","0"
"1425363","12464","12464","12464","1","1","1","","",""
"1426014","12472","12472","12472","","","","0","0","0"
"1426081","12473","12473","12473","","","","0","0","0"
"1426092","12474","12474","12474","","","","0","0","0"
"1426363","12468","12468","12468","0","0","0","","",""
"1427092","12484","12484","12484","","","","0","0","0"
"1427231","12485","12485","12485","","","","0","0","0"
"1427253","12486","12486","12486","","","","0","0","0"
"1427363","12475","12475","12475","0","0","0","","",""
"1428253","12490","12490","12490","","","","0","0","0"
"1428363","12487","12487","12487","0","0","0","","",""
"1428778","12500","12500","12500","","","","11","11","11"
"1428896","12501","12501","12501","","","","11","11","11"
"1429363","12491","12491","12491","0","0","0","","",""
"1429896","12506","12506","12506","","","","0","0","0"
"1430039","12507","12507","12507","","","","11","11","11"
"1430267","12508","12508","12508","","","","0","0","0"
"1430331","12509","12509","12509","","","","0","0","0"
"1430363","12502","12502","12502","0","0","0","","",""
"1430915","12510","12510","12510","0","0","0","","",""
"1431331","12518","12518","12518","","","","0","0","0"
"1431915","12519","12519","12519","0","0","0","","",""
"1432331","12526","12526","12526","","","","0","0","0"
"1432915","12527","12527","12527","0","0","0","","",""
"1433331","12535","12535","12535","","","","0","0","0"
"1433915","12536","12536","12536","0","0","0","","",""
"1434331","12543","12543","12543","","","","0","0","0"
"1434478","12544","12544","12544","","","","12","12","12"
"1434666","12556","12556","12556","","","","0","0","0"
"1434732","12557","12557","12557","","","","0","0","0"
"1434915","12545","12545","12545","2","2","2","","",""
"1434947","12546","12546","12546","0","0","0","","",""
"1435009","12547","12547","12547","11","11","11","","",""
"1435300","12548","12548","12548","0","0","0","","",""
"1435732","12567","12567","12567","","","","0","0","0"
"1435779","12568","12568","12568","","","","11","11","11"
"1436300","12558","12558","12558","0","0","0","","",""
"1436779","12578","12578","12578","","","","0","0","0"
"1436800","12579","12579","12579","","","","0","0","0"
"1436820","12580","12580","12580","","","","0","0","0"
"1437300","12569","12569","12569","1","1","1","","",""
"1437820","12590","12590","12590","","","","0","0","0"
"1437836","12591","12591","12591","","","","0","0","0"
"1437922","12592","12592","12592","","","","11","11","11"
"1437957","12593","12593","12593","","","","0","0","0"
"1438029","12594","12594","12594","","","","0","0","0"
"1438300","12581","12581","12581","0","0","0","","",""
"1439029","12604","12604","12604","","","","0","0","0"
"1439300","12595","12595","12595","0","0","0","","",""
"1440029","12608","12608","12608","","","","0","0","0"
"1440300","12605","12605","12605","0","0","0","","",""
"1441029","12619","12619","12619","","","","0","0","0"
"1441300","12609","12609","12609","0","0","0","","",""
"1441400","12610","12610","12610","0","0","0","","",""
"1442029","12629","12629","12629","","","","0","0","0"
"1442400","12620","12620","12620","0","0","0","","",""
"1443029","12639","12639","12639","","","","0","0","0"
"1443122","12640","12640","12640","","","","11","11","11"
"1443186","12641","12641","12641","","","","0","0","0"
"1443400","12630","12630","12630","0","0","0","","",""
"1444186","12649","12649","12649","","","","0","0","0"
"1444400","12642","12642","12642","0","0","0","","",""
"1444589","12643","12643","12643","1","1","1","","",""
"1445186","12659","12659","12659","","","","0","0","0"
"1445589","12650","12650","12650","0","0","0","","",""
"1446186","12663","12663","12663","","","","0","0","0"
"1446481","12664","12664","12664","","","","0","0","0"
"1446589","12660","12660","12660","0","0","0","","",""
"1447481","12674","12674","12674","","","","0","0","0"
"1447533","12675","12675","12675","","","","0","0","0"
"1447589","12665","12665","12665","0","0","0","","",""
"1448533","12685","12685","12685","","","","0","0","0"
"1448588","12676","12676","12676","0","0","0","","",""
"1448590","12686","12686","12686","","","","0","0","0"
"1448689","12687","12687","12687","","","","11","11","11"
"1449588","12688","12688","12688","0","0","0","","",""
"1449689","12697","12697","12697","","","","0","0","0"
"1450588","12698","12698","12698","0","0","0","","",""
"1450689","12704","12704","12704","","","","0","0","0"
"1451216","12705","12705","12705","0","0","0","","",""
"1451483","12706","12706","12706","0","0","0","","",""
"1451689","12714","12714","12714","","","","0","0","0"
"1451836","12707","12707","12707","11","11","11","","",""
"1451951","12708","12708","12708","11","11","11","","",""
"1452380","12715","12715","12715","0","0","0","","",""
"1452689","12719","12719","12719","","","","0","0","0"
"1452824","12720","12720","12720","","","","0","0","0"
"1453239","12728","12728","12728","","","","0","0","0"
"1453251","12729","12729","12729","","","","0","0","0"
"1453380","12721","12721","12721","0","0","0","","",""
"1453789","12722","12722","12722","12","12","12","","",""
"1454251","12737","12737","12737","","","","0","0","0"
"1454789","12730","12730","12730","0","0","0","","",""
"1454902","12731","12731","12731","0","0","0","","",""
"1455251","12747","12747","12747","","","","0","0","0"
"1455902","12738","12738","12738","0","0","0","","",""
"1456251","12754","12754","12754","","","","0","0","0"
"1456276","12748","12748","12748","0","0","0","","",""
"1457251","12761","12761","12761","","","","0","0","0"
"1457276","12755","12755","12755","0","0","0","","",""
"1457292","12762","12762","12762","","","","1","1","1"
"1458276","12763","12763","12763","0","0","0","","",""
"1458292","12768","12768","12768","","","","0","0","0"
"1458365","12764","12764","12764","0","0","0","","",""
"1458401","12769","12769","12769","","","","11","11","11"
"1458579","12770","12770","12770","","","","0","0","0"
