"play/step","coinrun_500_hard - _step","coinrun_500_hard - _step__MIN","coinrun_500_hard - _step__MAX","coinrun_500_hard - play/episodic_reward","coinrun_500_hard - play/episodic_reward__MIN","coinrun_500_hard - play/episodic_reward__MAX","coinrun_500_hard - test/episodic_reward","coinrun_500_hard - test/episodic_reward__MIN","coinrun_500_hard - test/episodic_reward__MAX"
"1923362","74450","74450","74450","10","10","10","","",""
"1923434","74478","74478","74478","","","","10","10","10"
"1923454","74452","74452","74452","0","0","0","","",""
"1923645","74483","74483","74483","","","","10","10","10"
"1923701","74455","74455","74455","0","0","0","","",""
"1923722","74485","74485","74485","","","","0","0","0"
"1923986","74461","74461","74461","10","10","10","","",""
"1924017","74462","74462","74462","0","0","0","","",""
"1924049","74491","74491","74491","","","","0","0","0"
"1924064","74463","74463","74463","0","0","0","","",""
"1924098","74514","74514","74514","","","","0","0","0"
"1924313","74517","74517","74517","","","","0","0","0"
"1924427","74519","74519","74519","","","","10","10","10"
"1924507","74497","74497","74497","10","10","10","","",""
"1924565","74522","74522","74522","","","","10","10","10"
"1924714","74500","74500","74500","10","10","10","","",""
"1924834","74527","74527","74527","","","","0","0","0"
"1924882","74528","74528","74528","","","","10","10","10"
"1924929","74529","74529","74529","","","","10","10","10"
"1924955","74504","74504","74504","0","0","0","","",""
"1925071","74531","74531","74531","","","","10","10","10"
"1925202","74534","74534","74534","10","10","10","","",""
"1925264","74535","74535","74535","0","0","0","","",""
"1925476","74539","74539","74539","0","0","0","","",""
"1925516","74566","74566","74566","","","","10","10","10"
"1925565","74567","74567","74567","","","","10","10","10"
"1925628","74568","74568","74568","","","","10","10","10"
"1925718","74542","74542","74542","10","10","10","","",""
"1925754","74571","74571","74571","","","","10","10","10"
"1925801","74572","74572","74572","","","","10","10","10"
"1925831","74573","74573","74573","","","","0","0","0"
"1926009","74576","74576","74576","","","","10","10","10"
"1926087","74577","74577","74577","","","","10","10","10"
"1926215","74604","74604","74604","","","","10","10","10"
"1926293","74606","74606","74606","","","","0","0","0"
"1926436","74583","74583","74583","10","10","10","","",""
"1926498","74610","74610","74610","","","","10","10","10"
"1926639","74613","74613","74613","","","","10","10","10"
"1926674","74587","74587","74587","10","10","10","","",""
"1926687","74614","74614","74614","","","","10","10","10"
"1926742","74588","74588","74588","0","0","0","","",""
"1926782","74616","74616","74616","","","","0","0","0"
"1926923","74590","74590","74590","10","10","10","","",""
"1926986","74591","74591","74591","10","10","10","","",""
"1927068","74592","74592","74592","0","0","0","","",""
"1927099","74593","74593","74593","0","0","0","","",""
"1927273","74652","74652","74652","","","","0","0","0"
"1927369","74629","74629","74629","10","10","10","","",""
"1927564","74657","74657","74657","","","","10","10","10"
"1927790","74659","74659","74659","","","","10","10","10"
"1927857","74636","74636","74636","10","10","10","","",""
"1927997","74638","74638","74638","0","0","0","","",""
"1928043","74639","74639","74639","0","0","0","","",""
"1928141","74640","74640","74640","10","10","10","","",""
"1928188","74641","74641","74641","10","10","10","","",""
"1928213","74687","74687","74687","","","","0","0","0"
"1928235","74667","74667","74667","10","10","10","","",""
"1928364","74669","74669","74669","10","10","10","","",""
"1928605","74694","74694","74694","","","","10","10","10"
"1928700","74673","74673","74673","10","10","10","","",""
"1928910","74699","74699","74699","","","","0","0","0"
"1929180","74681","74681","74681","10","10","10","","",""
"1929292","74704","74704","74704","0","0","0","","",""
"1929415","74706","74706","74706","10","10","10","","",""
"1929511","74708","74708","74708","10","10","10","","",""
"1929560","74709","74709","74709","0","0","0","","",""
"1929573","74732","74732","74732","","","","0","0","0"
"1929718","74735","74735","74735","","","","10","10","10"
"1929764","74736","74736","74736","","","","0","0","0"
"1929893","74713","74713","74713","10","10","10","","",""
"1929992","74714","74714","74714","0","0","0","","",""
"1930091","74740","74740","74740","","","","0","0","0"
"1930279","74744","74744","74744","10","10","10","","",""
"1930315","74767","74767","74767","","","","10","10","10"
"1930340","74745","74745","74745","10","10","10","","",""
"1930436","74747","74747","74747","0","0","0","","",""
"1930651","74772","74772","74772","","","","10","10","10"
"1930670","74749","74749","74749","0","0","0","","",""
"1930718","74750","74750","74750","10","10","10","","",""
"1930777","74775","74775","74775","","","","0","0","0"
"1930797","74776","74776","74776","","","","0","0","0"
"1930833","74752","74752","74752","10","10","10","","",""
"1930894","74753","74753","74753","0","0","0","","",""
"1931089","74780","74780","74780","","","","10","10","10"
"1931137","74781","74781","74781","","","","10","10","10"
"1931167","74758","74758","74758","0","0","0","","",""
"1931247","74783","74783","74783","","","","10","10","10"
"1931279","74809","74809","74809","","","","0","0","0"
"1931292","74784","74784","74784","10","10","10","","",""
"1931327","74810","74810","74810","","","","0","0","0"
"1931339","74785","74785","74785","10","10","10","","",""
"1931388","74786","74786","74786","10","10","10","","",""
"1931452","74787","74787","74787","10","10","10","","",""
"1931560","74813","74813","74813","","","","10","10","10"
"1931753","74792","74792","74792","10","10","10","","",""
"1931785","74816","74816","74816","","","","10","10","10"
"1931850","74793","74793","74793","10","10","10","","",""
"1931923","74818","74818","74818","","","","10","10","10"
"1931953","74819","74819","74819","","","","0","0","0"
"1932158","74823","74823","74823","","","","0","0","0"
"1932203","74799","74799","74799","0","0","0","","",""
"1932299","74825","74825","74825","0","0","0","","",""
"1932349","74826","74826","74826","0","0","0","","",""
"1932395","74827","74827","74827","0","0","0","","",""
"1932441","74828","74828","74828","0","0","0","","",""
"1932554","74854","74854","74854","","","","10","10","10"
"1932876","74859","74859","74859","","","","10","10","10"
"1933051","74863","74863","74863","","","","0","0","0"
"1933225","74867","74867","74867","","","","10","10","10"
"1933560","74893","74893","74893","","","","10","10","10"
"1933653","74895","74895","74895","","","","0","0","0"
"1933659","74874","74874","74874","10","10","10","","",""
"1933842","74899","74899","74899","","","","10","10","10"
"1933974","74901","74901","74901","","","","0","0","0"
"1934189","74904","74904","74904","","","","10","10","10"
"1934266","74906","74906","74906","","","","10","10","10"
"1934487","74910","74910","74910","0","0","0","","",""
"1934495","74935","74935","74935","","","","10","10","10"
"1934507","74911","74911","74911","0","0","0","","",""
"1934566","74912","74912","74912","0","0","0","","",""
"1934693","74915","74915","74915","0","0","0","","",""
"1934757","74916","74916","74916","10","10","10","","",""
"1934868","74942","74942","74942","","","","0","0","0"
"1934900","74919","74919","74919","0","0","0","","",""
"1935032","74920","74920","74920","0","0","0","","",""
"1935079","74921","74921","74921","10","10","10","","",""
"1935127","74922","74922","74922","10","10","10","","",""
"1935244","74923","74923","74923","0","0","0","","",""
"1935262","74948","74948","74948","","","","10","10","10"
"1935466","74952","74952","74952","10","10","10","","",""
"1935564","74954","74954","74954","10","10","10","","",""
"1935637","74979","74979","74979","","","","0","0","0"
"1935686","74980","74980","74980","","","","10","10","10"
"1935817","74982","74982","74982","","","","0","0","0"
"1935906","74960","74960","74960","10","10","10","","",""
"1935913","74984","74984","74984","","","","10","10","10"
"1936107","74988","74988","74988","","","","10","10","10"
"1936155","74989","74989","74989","","","","0","0","0"
"1936271","74991","74991","74991","","","","0","0","0"
"1936428","74992","74992","74992","0","0","0","","",""
"1936446","75019","75019","75019","","","","10","10","10"
"1936556","74994","74994","74994","10","10","10","","",""
"1936839","74999","74999","74999","10","10","10","","",""
"1936943","75028","75028","75028","","","","0","0","0"
"1936995","75002","75002","75002","10","10","10","","",""
"1937063","75003","75003","75003","0","0","0","","",""
"1937142","75005","75005","75005","10","10","10","","",""
"1937146","75032","75032","75032","","","","10","10","10"
"1937350","75008","75008","75008","10","10","10","","",""
"1937371","75036","75036","75036","","","","10","10","10"
"1937547","75038","75038","75038","0","0","0","","",""
"1937626","75062","75062","75062","","","","0","0","0"
"1937688","75063","75063","75063","","","","10","10","10"
"1937725","75040","75040","75040","0","0","0","","",""
"1937821","75042","75042","75042","0","0","0","","",""
"1937884","75043","75043","75043","0","0","0","","",""
"1938029","75045","75045","75045","10","10","10","","",""
"1938085","75069","75069","75069","","","","10","10","10"
"1938171","75047","75047","75047","10","10","10","","",""
"1938278","75073","75073","75073","","","","10","10","10"
"1938481","75075","75075","75075","0","0","0","","",""
"1938502","75101","75101","75101","","","","10","10","10"
"1938636","75078","75078","75078","0","0","0","","",""
"1938910","75109","75109","75109","","","","10","10","10"
"1938941","75083","75083","75083","0","0","0","","",""
"1938971","75110","75110","75110","","","","10","10","10"
"1939263","75088","75088","75088","10","10","10","","",""
"1939450","75092","75092","75092","0","0","0","","",""
"1939460","75146","75146","75146","","","","10","10","10"
"1939501","75121","75121","75121","0","0","0","","",""
"1939538","75147","75147","75147","","","","10","10","10"
"1939942","75155","75155","75155","","","","0","0","0"
"1939949","75128","75128","75128","0","0","0","","",""
"1940063","75157","75157","75157","","","","0","0","0"
"1940351","75162","75162","75162","","","","10","10","10"
"1940382","75163","75163","75163","","","","0","0","0"
"1940445","75137","75137","75137","0","0","0","","",""
"1940479","75165","75165","75165","","","","10","10","10"
"1940524","75167","75167","75167","0","0","0","","",""
"1940762","75193","75193","75193","","","","0","0","0"
"1940819","75170","75170","75170","0","0","0","","",""
"1940840","75195","75195","75195","","","","0","0","0"
"1941015","75199","75199","75199","","","","0","0","0"
"1941637","75230","75230","75230","","","","0","0","0"
"1941746","75232","75232","75232","","","","0","0","0"
"1941754","75209","75209","75209","0","0","0","","",""
"1941778","75233","75233","75233","","","","0","0","0"
"1941836","75210","75210","75210","10","10","10","","",""
"1941900","75211","75211","75211","10","10","10","","",""
"1941953","75235","75235","75235","","","","10","10","10"
"1942003","75236","75236","75236","","","","0","0","0"
"1942049","75237","75237","75237","","","","10","10","10"
"1942241","75217","75217","75217","10","10","10","","",""
"1942382","75243","75243","75243","","","","10","10","10"
"1942475","75220","75220","75220","0","0","0","","",""
"1942526","75245","75245","75245","","","","10","10","10"
"1942557","75271","75271","75271","","","","0","0","0"
"1942799","75250","75250","75250","10","10","10","","",""
"1942924","75276","75276","75276","","","","10","10","10"
"1942943","75252","75252","75252","10","10","10","","",""
"1943167","75256","75256","75256","0","0","0","","",""
"1943279","75258","75258","75258","0","0","0","","",""
"1943327","75259","75259","75259","10","10","10","","",""
"1943582","75287","75287","75287","10","10","10","","",""
"1943626","75315","75315","75315","","","","10","10","10"
"1943694","75289","75289","75289","10","10","10","","",""
"1943987","75320","75320","75320","","","","0","0","0"
"1944139","75297","75297","75297","10","10","10","","",""
"1944313","75301","75301","75301","10","10","10","","",""
"1944352","75327","75327","75327","","","","10","10","10"
"1944531","75306","75306","75306","0","0","0","","",""
"1944597","75355","75355","75355","","","","10","10","10"
"1944730","75357","75357","75357","","","","0","0","0"
"1944827","75359","75359","75359","","","","0","0","0"
"1944854","75333","75333","75333","0","0","0","","",""
"1944998","75336","75336","75336","0","0","0","","",""
"1945068","75363","75363","75363","","","","10","10","10"
"1945168","75364","75364","75364","","","","0","0","0"
"1945205","75340","75340","75340","0","0","0","","",""
"1945348","75343","75343","75343","0","0","0","","",""
"1945410","75344","75344","75344","0","0","0","","",""
"1945458","75345","75345","75345","10","10","10","","",""
"1945536","75371","75371","75371","","","","10","10","10"
"1945601","75372","75372","75372","10","10","10","","",""
"1945787","75400","75400","75400","","","","0","0","0"
"1945816","75401","75401","75401","","","","0","0","0"
"1945852","75375","75375","75375","0","0","0","","",""
"1946026","75403","75403","75403","","","","10","10","10"
"1946105","75405","75405","75405","","","","10","10","10"
"1946189","75407","75407","75407","","","","0","0","0"
"1946251","75382","75382","75382","10","10","10","","",""
"1946363","75411","75411","75411","","","","0","0","0"
"1946393","75412","75412","75412","","","","0","0","0"
"1946618","75415","75415","75415","","","","10","10","10"
"1946636","75416","75416","75416","0","0","0","","",""
"1946728","75443","75443","75443","","","","0","0","0"
"1946807","75419","75419","75419","0","0","0","","",""
"1947136","75423","75423","75423","0","0","0","","",""
"1947199","75424","75424","75424","0","0","0","","",""
"1947294","75426","75426","75426","0","0","0","","",""
"1947356","75427","75427","75427","10","10","10","","",""
"1947486","75456","75456","75456","","","","10","10","10"
"1947533","75457","75457","75457","","","","10","10","10"
"1947737","75486","75486","75486","","","","0","0","0"
"1947774","75462","75462","75462","0","0","0","","",""
"1947862","75489","75489","75489","","","","10","10","10"
"1947869","75463","75463","75463","10","10","10","","",""
"1947990","75491","75491","75491","","","","0","0","0"
"1948047","75466","75466","75466","10","10","10","","",""
"1948175","75469","75469","75469","0","0","0","","",""
"1948355","75498","75498","75498","","","","0","0","0"
"1948414","75473","75473","75473","10","10","10","","",""
"1948452","75500","75500","75500","","","","10","10","10"
"1948493","75474","75474","75474","10","10","10","","",""
"1948500","75501","75501","75501","","","","10","10","10"
"1948595","75475","75475","75475","10","10","10","","",""
"1948644","75476","75476","75476","10","10","10","","",""
"1948745","75505","75505","75505","0","0","0","","",""
"1948747","75530","75530","75530","","","","0","0","0"
"1948826","75532","75532","75532","","","","10","10","10"
"1949020","75535","75535","75535","","","","10","10","10"
"1949132","75513","75513","75513","10","10","10","","",""
"1949179","75514","75514","75514","10","10","10","","",""
"1949362","75541","75541","75541","","","","10","10","10"
"1949381","75516","75516","75516","10","10","10","","",""
"1949424","75542","75542","75542","","","","10","10","10"
"1949431","75517","75517","75517","0","0","0","","",""
"1949511","75518","75518","75518","10","10","10","","",""
"1949558","75519","75519","75519","0","0","0","","",""
"1949855","75548","75548","75548","0","0","0","","",""
"1949912","75575","75575","75575","","","","0","0","0"
"1949993","75577","75577","75577","","","","10","10","10"
"1950040","75578","75578","75578","","","","10","10","10"
"1950295","75583","75583","75583","","","","10","10","10"
"1950321","75556","75556","75556","10","10","10","","",""
"1950479","75559","75559","75559","10","10","10","","",""
"1950485","75586","75586","75586","","","","10","10","10"
"1950569","75561","75561","75561","0","0","0","","",""
"1950629","75589","75589","75589","","","","10","10","10"
"1950633","75562","75562","75562","10","10","10","","",""
"1950676","75590","75590","75590","","","","0","0","0"
"1950826","75592","75592","75592","10","10","10","","",""
"1951117","75596","75596","75596","0","0","0","","",""
"1951159","75621","75621","75621","","","","10","10","10"
"1951213","75598","75598","75598","10","10","10","","",""
"1951399","75625","75625","75625","","","","10","10","10"
"1951535","75628","75628","75628","","","","0","0","0"
"1951549","75603","75603","75603","10","10","10","","",""
"1951674","75631","75631","75631","","","","10","10","10"
"1951703","75632","75632","75632","","","","0","0","0"
"1951832","75634","75634","75634","10","10","10","","",""
"1951865","75662","75662","75662","","","","0","0","0"
"1952103","75665","75665","75665","","","","10","10","10"
"1952246","75641","75641","75641","10","10","10","","",""
"1952276","75642","75642","75642","0","0","0","","",""
"1952510","75673","75673","75673","","","","0","0","0"
"1952575","75648","75648","75648","0","0","0","","",""
"1952704","75677","75677","75677","","","","10","10","10"
"1952753","75651","75651","75651","0","0","0","","",""
"1952782","75702","75702","75702","","","","0","0","0"
"1952847","75703","75703","75703","","","","10","10","10"
"1952897","75704","75704","75704","","","","0","0","0"
"1952934","75680","75680","75680","10","10","10","","",""
"1953078","75683","75683","75683","10","10","10","","",""
"1953103","75708","75708","75708","","","","0","0","0"
"1953226","75685","75685","75685","10","10","10","","",""
"1953305","75712","75712","75712","","","","0","0","0"
"1953370","75688","75688","75688","0","0","0","","",""
"1953557","75718","75718","75718","","","","10","10","10"
"1953591","75691","75691","75691","0","0","0","","",""
"1953779","75721","75721","75721","","","","10","10","10"
"1953859","75723","75723","75723","10","10","10","","",""
"1953921","75724","75724","75724","10","10","10","","",""
"1953939","75745","75745","75745","","","","10","10","10"
"1954017","75746","75746","75746","","","","10","10","10"
"1954063","75747","75747","75747","","","","0","0","0"
"1954090","75726","75726","75726","10","10","10","","",""
"1954347","75729","75729","75729","10","10","10","","",""
"1954637","75755","75755","75755","","","","0","0","0"
"1954985","75762","75762","75762","0","0","0","","",""
"1955246","75790","75790","75790","","","","10","10","10"
"1955292","75767","75767","75767","10","10","10","","",""
"1955354","75768","75768","75768","0","0","0","","",""
"1955525","75793","75793","75793","","","","10","10","10"
"1955603","75794","75794","75794","","","","0","0","0"
"1955606","75772","75772","75772","0","0","0","","",""
"1955761","75798","75798","75798","","","","0","0","0"
"1955931","75802","75802","75802","10","10","10","","",""
"1956057","75829","75829","75829","","","","10","10","10"
"1956147","75805","75805","75805","0","0","0","","",""
"1956153","75831","75831","75831","","","","10","10","10"
"1956247","75833","75833","75833","","","","10","10","10"
"1956488","75811","75811","75811","10","10","10","","",""
"1956597","75813","75813","75813","10","10","10","","",""
"1956599","75838","75838","75838","","","","10","10","10"
"1956845","75841","75841","75841","","","","10","10","10"
"1956938","75843","75843","75843","10","10","10","","",""
"1956958","75868","75868","75868","","","","0","0","0"
"1957036","75870","75870","75870","","","","0","0","0"
"1957347","75847","75847","75847","10","10","10","","",""
"1957427","75849","75849","75849","0","0","0","","",""
"1957492","75850","75850","75850","10","10","10","","",""
"1957539","75851","75851","75851","10","10","10","","",""
"1957632","75853","75853","75853","0","0","0","","",""
"1957679","75854","75854","75854","0","0","0","","",""
"1957725","75855","75855","75855","0","0","0","","",""
"1957842","75857","75857","75857","10","10","10","","",""
"1957921","75905","75905","75905","","","","10","10","10"
"1957957","75882","75882","75882","0","0","0","","",""
"1958085","75885","75885","75885","10","10","10","","",""
"1958166","75886","75886","75886","10","10","10","","",""
"1958199","75909","75909","75909","","","","10","10","10"
"1958231","75910","75910","75910","","","","0","0","0"
"1958281","75887","75887","75887","10","10","10","","",""
"1958327","75912","75912","75912","","","","0","0","0"
"1958330","75888","75888","75888","10","10","10","","",""
"1958426","75890","75890","75890","10","10","10","","",""
"1958475","75891","75891","75891","10","10","10","","",""
"1958688","75918","75918","75918","","","","10","10","10"
"1958767","75895","75895","75895","10","10","10","","",""
"1958948","75945","75945","75945","","","","0","0","0"
"1959012","75946","75946","75946","","","","0","0","0"
"1959033","75923","75923","75923","10","10","10","","",""
"1959130","75925","75925","75925","10","10","10","","",""
"1959140","75949","75949","75949","","","","0","0","0"
"1959178","75926","75926","75926","10","10","10","","",""
"1959225","75927","75927","75927","10","10","10","","",""
"1959714","75958","75958","75958","","","","0","0","0"
"1959817","75936","75936","75936","10","10","10","","",""
"1959854","75961","75961","75961","","","","0","0","0"
"1959901","75962","75962","75962","","","","10","10","10"
"1960210","75965","75965","75965","10","10","10","","",""
"1960241","75966","75966","75966","0","0","0","","",""
"1960544","75995","75995","75995","","","","10","10","10"
"1960607","75996","75996","75996","","","","10","10","10"
"1960639","75997","75997","75997","","","","0","0","0"
"1960891","76001","76001","76001","","","","10","10","10"
"1961009","76003","76003","76003","0","0","0","","",""
"1961150","76029","76029","76029","","","","0","0","0"
"1961366","76008","76008","76008","0","0","0","","",""
"1961440","76033","76033","76033","","","","0","0","0"
"1961460","76010","76010","76010","10","10","10","","",""
"1961507","76011","76011","76011","10","10","10","","",""
"1961682","76013","76013","76013","10","10","10","","",""
"1961748","76014","76014","76014","10","10","10","","",""
"1961796","76015","76015","76015","0","0","0","","",""
"1961821","76040","76040","76040","","","","0","0","0"
"1961860","76016","76016","76016","0","0","0","","",""
"1961904","76042","76042","76042","","","","10","10","10"
"1962012","76069","76069","76069","","","","10","10","10"
"1962023","76044","76044","76044","10","10","10","","",""
"1962119","76046","76046","76046","10","10","10","","",""
"1962185","76047","76047","76047","10","10","10","","",""
"1962318","76074","76074","76074","","","","10","10","10"
"1962360","76050","76050","76050","10","10","10","","",""
"1962365","76075","76075","76075","","","","10","10","10"
"1962568","76053","76053","76053","10","10","10","","",""
"1962868","76058","76058","76058","10","10","10","","",""
"1962978","76060","76060","76060","10","10","10","","",""
"1963024","76086","76086","76086","0","0","0","","",""
"1963232","76090","76090","76090","10","10","10","","",""
"1963405","76094","76094","76094","0","0","0","","",""
"1963805","76101","76101","76101","10","10","10","","",""
"1963902","76128","76128","76128","","","","0","0","0"
"1964029","76130","76130","76130","","","","0","0","0"
"1964170","76153","76153","76153","","","","10","10","10"
"1964253","76133","76133","76133","10","10","10","","",""
"1964300","76134","76134","76134","10","10","10","","",""
"1964479","76158","76158","76158","","","","10","10","10"
"1964553","76138","76138","76138","10","10","10","","",""
"1964660","76160","76160","76160","","","","0","0","0"
"1964957","76164","76164","76164","","","","0","0","0"
"1965052","76166","76166","76166","","","","0","0","0"
"1965206","76169","76169","76169","10","10","10","","",""
"1965421","76197","76197","76197","","","","0","0","0"
"1965428","76173","76173","76173","0","0","0","","",""
"1965540","76175","76175","76175","10","10","10","","",""
"1965565","76200","76200","76200","","","","10","10","10"
"1965587","76176","76176","76176","10","10","10","","",""
"1965599","76201","76201","76201","","","","10","10","10"
"1965826","76180","76180","76180","10","10","10","","",""
"1965852","76206","76206","76206","","","","10","10","10"
"1965874","76181","76181","76181","0","0","0","","",""
"1966168","76213","76213","76213","0","0","0","","",""
"1966242","76240","76240","76240","","","","10","10","10"
"1966336","76241","76241","76241","","","","0","0","0"
"1966540","76245","76245","76245","","","","0","0","0"
"1966588","76246","76246","76246","","","","10","10","10"
"1966731","76223","76223","76223","10","10","10","","",""
"1966921","76227","76227","76227","10","10","10","","",""
"1967059","76254","76254","76254","","","","10","10","10"
"1967310","76258","76258","76258","10","10","10","","",""
"1967358","76259","76259","76259","10","10","10","","",""
"1967554","76262","76262","76262","10","10","10","","",""
"1967698","76286","76286","76286","","","","10","10","10"
"1967710","76265","76265","76265","10","10","10","","",""
"1967919","76267","76267","76267","0","0","0","","",""
"1967937","76290","76290","76290","","","","10","10","10"
"1967981","76291","76291","76291","","","","0","0","0"
"1968049","76269","76269","76269","10","10","10","","",""
"1968220","76319","76319","76319","","","","0","0","0"
"1968512","76325","76325","76325","","","","10","10","10"
"1968561","76326","76326","76326","","","","0","0","0"
"1968800","76329","76329","76329","","","","0","0","0"
"1968941","76332","76332","76332","","","","10","10","10"
"1968954","76307","76307","76307","0","0","0","","",""
"1969216","76336","76336","76336","0","0","0","","",""
"1969322","76360","76360","76360","","","","0","0","0"
"1969409","76338","76338","76338","0","0","0","","",""
"1969465","76363","76363","76363","","","","10","10","10"
"1969839","76345","76345","76345","0","0","0","","",""
"1969905","76346","76346","76346","0","0","0","","",""
"1970241","76375","76375","76375","10","10","10","","",""
"1970273","76376","76376","76376","0","0","0","","",""
"1970361","76400","76400","76400","","","","0","0","0"
"1970390","76378","76378","76378","0","0","0","","",""
"1970409","76401","76401","76401","","","","10","10","10"
"1970471","76402","76402","76402","","","","0","0","0"
"1970490","76379","76379","76379","0","0","0","","",""
"1970538","76380","76380","76380","10","10","10","","",""
"1970675","76406","76406","76406","","","","0","0","0"
"1970722","76382","76382","76382","0","0","0","","",""
"1970830","76409","76409","76409","","","","0","0","0"
"1970909","76411","76411","76411","","","","0","0","0"
"1971132","76415","76415","76415","","","","10","10","10"
"1971237","76417","76417","76417","0","0","0","","",""
"1971464","76421","76421","76421","10","10","10","","",""
"1971557","76449","76449","76449","","","","0","0","0"
"1971603","76450","76450","76450","","","","0","0","0"
"1971748","76426","76426","76426","10","10","10","","",""
"1971780","76427","76427","76427","0","0","0","","",""
"1971810","76428","76428","76428","0","0","0","","",""
"1971828","76454","76454","76454","","","","10","10","10"
"1971857","76429","76429","76429","10","10","10","","",""
"1971924","76456","76456","76456","","","","0","0","0"
"1972017","76432","76432","76432","10","10","10","","",""
"1972236","76460","76460","76460","0","0","0","","",""
"1972349","76486","76486","76486","","","","10","10","10"
"1972413","76463","76463","76463","10","10","10","","",""
"1972444","76488","76488","76488","","","","10","10","10"
"1972743","76469","76469","76469","10","10","10","","",""
"1972855","76494","76494","76494","","","","10","10","10"
"1972955","76471","76471","76471","10","10","10","","",""
"1973050","76473","76473","76473","10","10","10","","",""
"1973165","76474","76474","76474","10","10","10","","",""
"1973212","76475","76475","76475","10","10","10","","",""
"1973322","76501","76501","76501","10","10","10","","",""
"1973350","76531","76531","76531","","","","0","0","0"
"1973398","76532","76532","76532","","","","10","10","10"
"1973575","76506","76506","76506","10","10","10","","",""
"1973622","76507","76507","76507","10","10","10","","",""
"1973732","76537","76537","76537","","","","0","0","0"
"1973792","76538","76538","76538","","","","0","0","0"
"1973811","76511","76511","76511","10","10","10","","",""
"1973871","76539","76539","76539","","","","10","10","10"
"1973980","76515","76515","76515","0","0","0","","",""
"1974125","76545","76545","76545","","","","0","0","0"
"1974205","76519","76519","76519","10","10","10","","",""
"1974254","76520","76520","76520","10","10","10","","",""
"1974487","76575","76575","76575","","","","0","0","0"
"1974563","76576","76576","76576","","","","10","10","10"
"1974657","76578","76578","76578","","","","10","10","10"
"1974696","76553","76553","76553","10","10","10","","",""
"1975090","76560","76560","76560","10","10","10","","",""
"1975274","76586","76586","76586","","","","10","10","10"
"1975357","76588","76588","76588","10","10","10","","",""
"1975484","76590","76590","76590","0","0","0","","",""
"1975821","76596","76596","76596","0","0","0","","",""
"1975979","76599","76599","76599","10","10","10","","",""
"1975983","76626","76626","76626","","","","0","0","0"
"1976010","76600","76600","76600","0","0","0","","",""
"1976057","76601","76601","76601","10","10","10","","",""
"1976104","76602","76602","76602","10","10","10","","",""
"1976221","76631","76631","76631","","","","0","0","0"
"1976417","76633","76633","76633","10","10","10","","",""
"1976828","76640","76640","76640","10","10","10","","",""
"1976950","76670","76670","76670","","","","0","0","0"
"1976989","76643","76643","76643","10","10","10","","",""
"1977056","76673","76673","76673","","","","0","0","0"
"1977279","76649","76649","76649","0","0","0","","",""
"1977434","76680","76680","76680","0","0","0","","",""
"1977445","76704","76704","76704","","","","0","0","0"
"1977480","76681","76681","76681","0","0","0","","",""
"1977710","76707","76707","76707","","","","10","10","10"
"1977844","76688","76688","76688","10","10","10","","",""
"1977905","76709","76709","76709","","","","0","0","0"
"1977952","76710","76710","76710","","","","10","10","10"
"1978119","76692","76692","76692","10","10","10","","",""
"1978200","76715","76715","76715","","","","10","10","10"
"1978229","76716","76716","76716","","","","0","0","0"
"1978294","76694","76694","76694","0","0","0","","",""
"1978451","76718","76718","76718","10","10","10","","",""
"1978517","76719","76719","76719","10","10","10","","",""
"1978533","76746","76746","76746","","","","10","10","10"
"1978564","76720","76720","76720","10","10","10","","",""
"1978679","76722","76722","76722","10","10","10","","",""
"1978720","76749","76749","76749","","","","0","0","0"
"1978726","76723","76723","76723","10","10","10","","",""
"1978873","76725","76725","76725","10","10","10","","",""
"1979102","76756","76756","76756","","","","0","0","0"
"1979148","76757","76757","76757","","","","0","0","0"
"1979155","76730","76730","76730","10","10","10","","",""
"1979203","76731","76731","76731","10","10","10","","",""
"1979577","76784","76784","76784","","","","10","10","10"
"1979584","76766","76766","76766","0","0","0","","",""
"1979640","76785","76785","76785","","","","10","10","10"
"1979786","76788","76788","76788","","","","10","10","10"
"1979880","76790","76790","76790","","","","0","0","0"
"1980000","76771","76771","76771","10","10","10","","",""
"1980025","76792","76792","76792","","","","10","10","10"
"1980075","76793","76793","76793","","","","10","10","10"
"1980208","76774","76774","76774","10","10","10","","",""
"1980270","76775","76775","76775","10","10","10","","",""
"1980622","76825","76825","76825","","","","0","0","0"
"1980871","76829","76829","76829","","","","0","0","0"
"1980998","76832","76832","76832","","","","0","0","0"
"1981097","76807","76807","76807","0","0","0","","",""
"1981294","76838","76838","76838","","","","0","0","0"
"1981303","76811","76811","76811","10","10","10","","",""
"1981435","76812","76812","76812","10","10","10","","",""
"1981456","76866","76866","76866","","","","10","10","10"
"1981504","76867","76867","76867","","","","10","10","10"
"1981599","76869","76869","76869","","","","10","10","10"
"1981662","76870","76870","76870","","","","10","10","10"
"1981806","76873","76873","76873","","","","0","0","0"
"1981849","76846","76846","76846","10","10","10","","",""
"1981921","76875","76875","76875","","","","10","10","10"
"1982014","76877","76877","76877","","","","10","10","10"
"1982045","76878","76878","76878","","","","0","0","0"
"1982294","76856","76856","76856","10","10","10","","",""
"1982469","76885","76885","76885","10","10","10","","",""
"1982505","76910","76910","76910","","","","10","10","10"
"1982630","76888","76888","76888","10","10","10","","",""
"1982728","76914","76914","76914","","","","10","10","10"
"1982870","76917","76917","76917","","","","10","10","10"
