"play/step","coinrun_500_hard - _step","coinrun_500_hard - _step__MIN","coinrun_500_hard - _step__MAX","coinrun_500_hard - play/episodic_reward","coinrun_500_hard - play/episodic_reward__MIN","coinrun_500_hard - play/episodic_reward__MAX","coinrun_500_hard - test/episodic_reward","coinrun_500_hard - test/episodic_reward__MIN","coinrun_500_hard - test/episodic_reward__MAX"
"869608","31531","31531","31531","","","","10","10","10"
"869659","31532","31532","31532","","","","0","0","0"
"869693","31533","31533","31533","","","","0","0","0"
"869858","31539","31539","31539","","","","10","10","10"
"869873","31502","31502","31502","0","0","0","","",""
"869944","31504","31504","31504","10","10","10","","",""
"869947","31542","31542","31542","","","","0","0","0"
"869982","31543","31543","31543","","","","10","10","10"
"870038","31545","31545","31545","","","","10","10","10"
"870105","31508","31508","31508","10","10","10","","",""
"870210","31510","31510","31510","10","10","10","","",""
"870274","31552","31552","31552","","","","10","10","10"
"870314","31513","31513","31513","10","10","10","","",""
"870353","31515","31515","31515","0","0","0","","",""
"870360","31553","31553","31553","","","","10","10","10"
"870417","31578","31578","31578","","","","10","10","10"
"870701","31586","31586","31586","","","","10","10","10"
"870731","31559","31559","31559","0","0","0","","",""
"870862","31590","31590","31590","","","","0","0","0"
"870887","31563","31563","31563","10","10","10","","",""
"870904","31592","31592","31592","","","","10","10","10"
"870923","31593","31593","31593","","","","10","10","10"
"870941","31594","31594","31594","","","","0","0","0"
"870997","31595","31595","31595","","","","10","10","10"
"871007","31565","31565","31565","10","10","10","","",""
"871181","31568","31568","31568","10","10","10","","",""
"871265","31603","31603","31603","","","","0","0","0"
"871303","31604","31604","31604","","","","10","10","10"
"871346","31572","31572","31572","10","10","10","","",""
"871368","31573","31573","31573","0","0","0","","",""
"871570","31610","31610","31610","10","10","10","","",""
"871833","31616","31616","31616","10","10","10","","",""
"871855","31617","31617","31617","10","10","10","","",""
"871903","31618","31618","31618","10","10","10","","",""
"871947","31645","31645","31645","","","","0","0","0"
"872045","31621","31621","31621","0","0","0","","",""
"872213","31625","31625","31625","0","0","0","","",""
"872373","31655","31655","31655","","","","0","0","0"
"872499","31659","31659","31659","10","10","10","","",""
"872586","31687","31687","31687","","","","0","0","0"
"872727","31662","31662","31662","10","10","10","","",""
"872745","31663","31663","31663","0","0","0","","",""
"872795","31691","31691","31691","","","","10","10","10"
"872950","31692","31692","31692","","","","0","0","0"
"873003","31669","31669","31669","0","0","0","","",""
"873120","31672","31672","31672","10","10","10","","",""
"873173","31673","31673","31673","10","10","10","","",""
"873262","31675","31675","31675","10","10","10","","",""
"873265","31698","31698","31698","","","","10","10","10"
"873298","31699","31699","31699","","","","0","0","0"
"873410","31679","31679","31679","10","10","10","","",""
"873465","31680","31680","31680","10","10","10","","",""
"873696","31741","31741","31741","","","","10","10","10"
"873783","31742","31742","31742","","","","0","0","0"
"874000","31746","31746","31746","","","","0","0","0"
"874006","31715","31715","31715","0","0","0","","",""
"874062","31717","31717","31717","0","0","0","","",""
"874214","31720","31720","31720","0","0","0","","",""
"874285","31722","31722","31722","10","10","10","","",""
"874309","31754","31754","31754","","","","10","10","10"
"874343","31755","31755","31755","","","","10","10","10"
"874465","31758","31758","31758","","","","0","0","0"
"874632","31761","31761","31761","10","10","10","","",""
"874933","31791","31791","31791","","","","10","10","10"
"875037","31770","31770","31770","10","10","10","","",""
"875181","31774","31774","31774","10","10","10","","",""
"875257","31799","31799","31799","","","","10","10","10"
"875292","31776","31776","31776","0","0","0","","",""
"875330","31777","31777","31777","10","10","10","","",""
"875461","31780","31780","31780","0","0","0","","",""
"875553","31806","31806","31806","0","0","0","","",""
"875555","31832","31832","31832","","","","10","10","10"
"875614","31809","31809","31809","10","10","10","","",""
"875780","31812","31812","31812","10","10","10","","",""
"875806","31838","31838","31838","","","","10","10","10"
"875915","31840","31840","31840","","","","10","10","10"
"875992","31816","31816","31816","0","0","0","","",""
"876044","31844","31844","31844","","","","0","0","0"
"876133","31820","31820","31820","10","10","10","","",""
"876237","31822","31822","31822","10","10","10","","",""
"876242","31850","31850","31850","","","","10","10","10"
"876277","31824","31824","31824","0","0","0","","",""
"876351","31853","31853","31853","","","","10","10","10"
"876670","31862","31862","31862","10","10","10","","",""
"876749","31866","31866","31866","10","10","10","","",""
"876805","31893","31893","31893","","","","0","0","0"
"876878","31868","31868","31868","10","10","10","","",""
"876900","31896","31896","31896","","","","0","0","0"
"877017","31901","31901","31901","","","","10","10","10"
"877137","31905","31905","31905","","","","10","10","10"
"877210","31874","31874","31874","0","0","0","","",""
"877267","31876","31876","31876","10","10","10","","",""
"877393","31880","31880","31880","10","10","10","","",""
"877640","31949","31949","31949","","","","0","0","0"
"877675","31921","31921","31921","0","0","0","","",""
"877696","31922","31922","31922","10","10","10","","",""
"877716","31923","31923","31923","0","0","0","","",""
"877749","31924","31924","31924","10","10","10","","",""
"877769","31952","31952","31952","","","","10","10","10"
"877894","31928","31928","31928","10","10","10","","",""
"877940","31956","31956","31956","","","","0","0","0"
"877962","31957","31957","31957","","","","10","10","10"
"878153","31933","31933","31933","0","0","0","","",""
"878243","31935","31935","31935","0","0","0","","",""
"878407","31940","31940","31940","10","10","10","","",""
"878515","31944","31944","31944","10","10","10","","",""
"878539","31967","31967","31967","","","","0","0","0"
"878618","31996","31996","31996","","","","0","0","0"
"878655","31997","31997","31997","","","","10","10","10"
"878672","31971","31971","31971","10","10","10","","",""
"878930","31977","31977","31977","10","10","10","","",""
"878982","32005","32005","32005","","","","0","0","0"
"878984","31978","31978","31978","10","10","10","","",""
"879092","32007","32007","32007","","","","10","10","10"
"879246","32012","32012","32012","","","","10","10","10"
"879307","32013","32013","32013","","","","0","0","0"
"879425","31990","31990","31990","10","10","10","","",""
"879437","32016","32016","32016","","","","10","10","10"
"879572","31993","31993","31993","10","10","10","","",""
"879628","32050","32050","32050","","","","10","10","10"
"879670","32051","32051","32051","","","","0","0","0"
"879706","32021","32021","32021","0","0","0","","",""
"879818","32055","32055","32055","","","","10","10","10"
"879852","32056","32056","32056","","","","10","10","10"
"879944","32026","32026","32026","10","10","10","","",""
"879992","32059","32059","32059","","","","10","10","10"
"880042","32060","32060","32060","","","","10","10","10"
"880089","32030","32030","32030","10","10","10","","",""
"880129","32031","32031","32031","10","10","10","","",""
"880222","32064","32064","32064","","","","0","0","0"
"880546","32071","32071","32071","","","","10","10","10"
"880605","32040","32040","32040","10","10","10","","",""
"880649","32074","32074","32074","10","10","10","","",""
"880652","32097","32097","32097","","","","0","0","0"
"880685","32075","32075","32075","10","10","10","","",""
"880813","32077","32077","32077","10","10","10","","",""
"880870","32101","32101","32101","","","","10","10","10"
"880900","32079","32079","32079","0","0","0","","",""
"880948","32103","32103","32103","","","","10","10","10"
"880955","32080","32080","32080","0","0","0","","",""
"881008","32105","32105","32105","","","","10","10","10"
"881145","32084","32084","32084","10","10","10","","",""
"881167","32085","32085","32085","10","10","10","","",""
"881372","32112","32112","32112","","","","10","10","10"
"881389","32090","32090","32090","0","0","0","","",""
"881446","32091","32091","32091","0","0","0","","",""
"881694","32154","32154","32154","","","","10","10","10"
"881715","32155","32155","32155","","","","10","10","10"
"881843","32124","32124","32124","0","0","0","","",""
"881862","32159","32159","32159","","","","10","10","10"
"881912","32126","32126","32126","10","10","10","","",""
"881949","32127","32127","32127","0","0","0","","",""
"882035","32164","32164","32164","","","","10","10","10"
"882077","32166","32166","32166","","","","10","10","10"
"882161","32134","32134","32134","10","10","10","","",""
"882228","32171","32171","32171","","","","10","10","10"
"882311","32138","32138","32138","10","10","10","","",""
"882333","32139","32139","32139","10","10","10","","",""
"882467","32142","32142","32142","0","0","0","","",""
"882638","32144","32144","32144","0","0","0","","",""
"882676","32145","32145","32145","0","0","0","","",""
"882731","32184","32184","32184","0","0","0","","",""
"882939","32190","32190","32190","10","10","10","","",""
"883087","32193","32193","32193","0","0","0","","",""
"883110","32213","32213","32213","","","","0","0","0"
"883208","32215","32215","32215","","","","10","10","10"
"883524","32202","32202","32202","0","0","0","","",""
"883540","32224","32224","32224","","","","10","10","10"
"883701","32227","32227","32227","","","","10","10","10"
"883814","32256","32256","32256","","","","10","10","10"
"883836","32257","32257","32257","","","","10","10","10"
"883851","32231","32231","32231","0","0","0","","",""
"883856","32258","32258","32258","","","","10","10","10"
"884068","32261","32261","32261","","","","10","10","10"
"884509","32272","32272","32272","","","","0","0","0"
"884550","32244","32244","32244","10","10","10","","",""
"884613","32245","32245","32245","10","10","10","","",""
"884635","32246","32246","32246","10","10","10","","",""
"884655","32275","32275","32275","","","","0","0","0"
"884669","32247","32247","32247","10","10","10","","",""
"884690","32248","32248","32248","10","10","10","","",""
"884769","32306","32306","32306","","","","10","10","10"
"884848","32309","32309","32309","","","","0","0","0"
"884980","32282","32282","32282","10","10","10","","",""
"885129","32286","32286","32286","0","0","0","","",""
"885280","32318","32318","32318","","","","10","10","10"
"885328","32319","32319","32319","","","","10","10","10"
"885349","32320","32320","32320","","","","10","10","10"
"885426","32322","32322","32322","","","","10","10","10"
"885497","32324","32324","32324","","","","0","0","0"
"885718","32329","32329","32329","","","","10","10","10"
"885723","32295","32295","32295","10","10","10","","",""
"885756","32296","32296","32296","10","10","10","","",""
"885776","32330","32330","32330","10","10","10","","",""
"885843","32370","32370","32370","","","","10","10","10"
"885862","32332","32332","32332","0","0","0","","",""
"885878","32333","32333","32333","0","0","0","","",""
"885953","32336","32336","32336","10","10","10","","",""
"885992","32373","32373","32373","","","","10","10","10"
"886053","32338","32338","32338","10","10","10","","",""
"886083","32376","32376","32376","","","","10","10","10"
"886088","32339","32339","32339","10","10","10","","",""
"886119","32340","32340","32340","0","0","0","","",""
"886137","32378","32378","32378","","","","10","10","10"
"886199","32344","32344","32344","10","10","10","","",""
"886226","32379","32379","32379","","","","10","10","10"
